,Lat,Lon,FRP,Confidence,DNFlag,DT,DS,t,Event_ID
32,37.91803,-79.8443,0.86,N,N,0.3840144149780015,0.36100636415774123,2014-05-09 00:00:00,VA3792207984120140507
33,37.91735,-79.83997,0.86,N,N,0.384012112532938,0.3610053476465144,2014-05-09 00:00:00,VA3792207984120140507
34,37.91668,-79.83565,0.91,N,N,0.3840100103180021,0.36100441953215395,2014-05-09 00:00:00,VA3792207984120140507
35,37.91407,-79.84079,0.86,N,N,0.384012112532938,0.3610053476465144,2014-05-09 00:00:00,VA3792207984120140507
36,26.21561,-81.02914,5.44,N,D,0.38580354796371213,0.3617951655326826,2014-04-23 12:00:00,FL2622808103920140422
37,26.21892,-81.02978,4.05,N,D,0.38580354796371213,0.3617951655326826,2014-04-23 12:00:00,FL2622808103920140422
38,26.21832,-81.03362,3.28,N,D,0.38583066052796255,0.36180710239059244,2014-04-23 12:00:00,FL2622808103920140422
39,26.22102,-81.0381,3.28,L,D,0.3858579774724496,0.3618191287292739,2014-04-23 12:00:00,FL2622808103920140422
40,26.22554,-81.03105,3.38,N,D,0.38580354796371213,0.3617951655326826,2014-04-23 12:00:00,FL2622808103920140422
41,26.23156,-81.03617,5.69,N,D,0.38583066052796255,0.36180710239059244,2014-04-23 12:00:00,FL2622808103920140422
42,26.23036,-81.04387,5.5,N,D,0.38588549885979506,0.36183124456504073,2014-04-23 12:00:00,FL2622808103920140422
43,26.23473,-81.05011,0.46,N,N,0.4293321607324865,0.38035295815423115,2014-04-24 00:00:00,FL2622808103920140422
44,26.23124,-81.05071,0.46,N,N,0.4293321607324865,0.38035295815423115,2014-04-24 00:00:00,FL2622808103920140422
45,26.22715,-81.04702,0.57,N,N,0.4291800947937163,0.38029013433264963,2014-04-24 00:00:00,FL2622808103920140422
46,26.22129,-81.03046,1.47,N,N,0.42857497162811037,0.3800400038902499,2014-04-24 00:00:00,FL2622808103920140422
47,26.21023,-81.02798,1.06,N,N,0.4284244738742524,0.3799777619970391,2014-04-24 00:00:00,FL2622808103920140422
48,26.22739,-81.04456,7.66,N,D,0.5642542456193613,0.4314935401052311,2014-04-24 12:00:00,FL2622808103920140422
49,26.23026,-81.05108,8.69,N,D,0.564666088771527,0.43163731326982496,2014-04-24 12:00:00,FL2622808103920140422
50,26.23417,-81.03732,0.71,N,N,0.5018482403352794,0.49131788937834,2014-04-25 00:00:00,FL2622808103920140422
51,26.22962,-81.03793,0.71,N,N,0.5018482403352794,0.49131788937834,2014-04-25 00:00:00,FL2622808103920140422
52,26.20586,-81.03085,0.93,N,N,0.5011215207078221,0.4910020243447586,2014-04-25 00:00:00,FL2622808103920140422
53,26.20184,-81.03653,1.04,N,N,0.5014845926234494,0.4911598699860927,2014-04-25 00:00:00,FL2622808103920140422
54,26.19939,-81.05747,1.65,N,N,0.502942650609363,0.49179299258688164,2014-04-25 00:00:00,FL2622808103920140422
55,26.19782,-81.04221,1.06,N,N,0.5018482403352794,0.49131788937834,2014-04-25 00:00:00,FL2622808103920140422
56,26.19537,-81.06318,1.65,N,N,0.5033086138853009,0.49195170951188644,2014-04-25 00:00:00,FL2622808103920140422
57,26.19485,-81.05808,1.65,N,N,0.502942650609363,0.49179299258688164,2014-04-25 00:00:00,FL2622808103920140422
58,26.19477,-81.05932,2.51,N,N,0.5025772680885199,0.49163445042554654,2014-04-25 00:00:00,FL2622808103920140422
59,26.19911,-81.03926,37.55,H,D,0.35663604064305215,0.5723318874353838,2014-04-25 12:00:00,FL2622808103920140422
60,26.19829,-81.04279,37.55,H,D,0.35682495559222444,0.572460305823207,2014-04-25 12:00:00,FL2622808103920140422
61,26.20074,-81.03218,9.27,N,D,0.35625881171456775,0.5720753107352695,2014-04-25 12:00:00,FL2622808103920140422
62,26.19747,-81.04634,36.56,N,D,0.3570140712734291,0.5725888110214679,2014-04-25 12:00:00,FL2622808103920140422
63,26.20511,-81.03716,13.95,H,D,0.3564473261191959,0.5722035557690203,2014-04-25 12:00:00,FL2622808103920140422
64,26.20673,-81.03008,6.36,N,D,0.35607049712371464,0.5719471522454255,2014-04-25 12:00:00,FL2622808103920140422
65,26.20429,-81.0407,5.51,N,D,0.35663604064305215,0.5723318874353838,2014-04-25 12:00:00,FL2622808103920140422
66,26.23265,-81.0372,6.12,N,D,0.35607049712371464,0.5719471522454255,2014-04-25 12:00:00,FL2622808103920140422
67,26.20295,-81.03571,17.96,N,D,0.7678579209520224,0.774399345994919,2014-04-25 12:00:00,FL2622808103920140422
68,26.19554,-81.06777,6.95,N,D,0.7652747900037931,0.7734593994108623,2014-04-25 12:00:00,FL2622808103920140422
69,26.20433,-81.03594,15.73,N,D,0.7687228693230762,0.7747134329940326,2014-04-25 12:00:00,FL2622808103920140422
70,26.22704,-81.0549,1.03,N,N,0.49570394541521556,0.6555249861744412,2014-04-26 00:00:00,FL2622808103920140422
71,26.22725,-81.05504,0.81,N,N,0.49534175733231517,0.6553334126293219,2014-04-26 00:00:00,FL2622808103920140422
72,26.20817,-81.04668,1.63,N,N,0.49461894257182326,0.6549507561196426,2014-04-26 00:00:00,FL2622808103920140422
73,26.20779,-81.0416,1.28,N,N,0.49425831366290984,0.6547596726933697,2014-04-26 00:00:00,FL2622808103920140422
74,26.20927,-81.0369,5.52,N,D,0.6792377788252917,0.7403818258874114,2014-04-26 12:00:00,FL2622808103920140422
75,26.20194,-81.02554,4.13,N,D,0.3937373789541872,0.5966462198331585,2014-04-26 12:00:00,FL2622808103920140422
76,26.19899,-81.06167,4.95,N,D,0.3916779762760483,0.595342206827378,2014-04-26 12:00:00,FL2622808103920140422
77,26.20519,-81.05419,11.83,H,D,0.3921337704793374,0.5956312568282937,2014-04-26 12:00:00,FL2622808103920140422
78,26.20684,-81.0341,11.94,N,D,0.3932778778692413,0.5963557071265192,2014-04-26 12:00:00,FL2622808103920140422
79,26.20651,-81.03811,11.45,N,D,0.3930485263933073,0.5962106079919395,2014-04-26 12:00:00,FL2622808103920140422
80,26.20585,-81.04614,11.0,N,D,0.3925906193318558,0.5959207235704215,2014-04-26 12:00:00,FL2622808103920140422
81,26.20552,-81.05016,11.0,N,D,0.39236206285234215,0.5957759380481443,2014-04-26 12:00:00,FL2622808103920140422
82,26.20486,-81.0582,11.83,N,D,0.39190574176838766,0.5954866797936973,2014-04-26 12:00:00,FL2622808103920140422
83,26.20453,-81.06222,4.96,N,D,0.3916779762760483,0.595342206827378,2014-04-26 12:00:00,FL2622808103920140422
84,26.22183,-81.05582,2.11,N,D,0.3921337704793374,0.5956312568282937,2014-04-26 12:00:00,FL2622808103920140422
85,26.21481,-81.04926,1.72,N,N,0.5712828549660389,0.5201729877619564,2014-04-27 00:00:00,FL2622808103920140422
86,26.21355,-81.04359,1.68,N,N,0.571763233948614,0.5203640525043749,2014-04-27 00:00:00,FL2622808103920140422
87,26.21136,-81.05619,1.72,N,N,0.5708033194533242,0.5199821480354839,2014-04-27 00:00:00,FL2622808103920140422
88,26.2101,-81.05053,1.72,N,N,0.5712828549660389,0.5201729877619564,2014-04-27 00:00:00,FL2622808103920140422
89,26.20791,-81.06312,4.51,N,N,0.5703246253519536,0.5197915329533558,2014-04-27 00:00:00,FL2622808103920140422
90,26.20665,-81.05746,1.13,N,N,0.5708033194533242,0.5199821480354839,2014-04-27 00:00:00,FL2622808103920140422
91,26.2155,-81.04971,1.46,N,N,0.571763233948614,0.5203640525043749,2014-04-27 00:00:00,FL2622808103920140422
92,26.21428,-81.04404,1.46,N,N,0.5722444584663492,0.5205553426352585,2014-04-27 00:00:00,FL2622808103920140422
93,26.21202,-81.05667,2.83,N,N,0.5712828549660389,0.5201729877619564,2014-04-27 00:00:00,FL2622808103920140422
94,26.21079,-81.05099,1.46,N,N,0.571763233948614,0.5203640525043749,2014-04-27 00:00:00,FL2622808103920140422
95,26.20853,-81.06361,2.56,N,N,0.5708033194533242,0.5199821480354839,2014-04-27 00:00:00,FL2622808103920140422
96,26.20731,-81.05795,2.56,N,N,0.5712828549660389,0.5201729877619564,2014-04-27 00:00:00,FL2622808103920140422
97,26.20062,-81.06499,10.56,N,D,0.4021105480056833,0.44479473783393947,2014-04-27 12:00:00,FL2622808103920140422
98,26.20519,-81.06151,8.94,L,D,0.4023281376105052,0.4449039654606987,2014-04-27 12:00:00,FL2622808103920140422
99,26.20473,-81.06556,8.94,N,D,0.4021105480056833,0.44479473783393947,2014-04-27 12:00:00,FL2622808103920140422
100,26.20427,-81.06961,3.41,N,D,0.40189325374436297,0.44468562080897567,2014-04-27 12:00:00,FL2622808103920140422
101,26.21207,-81.03767,4.33,N,D,0.40363990540715156,0.44556166090559923,2014-04-27 12:00:00,FL2622808103920140422
102,26.20838,-81.07018,3.41,N,D,0.40189325374436297,0.44468562080897567,2014-04-27 12:00:00,FL2622808103920140422
103,26.21295,-81.0667,6.53,N,D,0.4021105480056833,0.44479473783393947,2014-04-27 12:00:00,FL2622808103920140422
104,26.21752,-81.06321,6.53,N,D,0.4023281376105052,0.4449039654606987,2014-04-27 12:00:00,FL2622808103920140422
105,25.38642,-80.41663,1.0,N,N,0.5627782978115442,0.5167719435757184,2014-04-20 00:00:00,FL2538008041020140424
106,25.37897,-80.43429,10.48,H,D,0.4260724801323497,0.6164764376618511,2014-04-20 12:00:00,FL2538008041020140424
107,25.37457,-80.43339,5.59,N,D,0.6576421397332768,0.7314939543192797,2014-04-20 12:00:00,FL2538008041020140424
108,25.37705,-80.43757,1.86,N,N,0.5580225133438725,0.686916771026898,2014-04-21 00:00:00,FL2538008041020140424
109,25.37757,-80.43881,0.77,N,N,0.5015707136445821,0.658612603548126,2014-04-21 00:00:00,FL2538008041020140424
110,26.33676,-80.83076,43.2,H,D,0.6361819199814722,0.7224054233902529,2014-05-22 12:00:00,FL2633508087320140522
111,26.33636,-80.83737,29.98,N,D,0.635589194923216,0.7221506465104411,2014-05-22 12:00:00,FL2633508087320140522
112,26.33895,-80.83221,15.17,H,D,0.6367757433243749,0.7226604665764248,2014-05-22 12:00:00,FL2633508087320140522
113,26.33859,-80.83883,15.17,N,D,0.6361819199814722,0.7224054233902529,2014-05-22 12:00:00,FL2633508087320140522
114,26.38177,-80.85917,7.27,H,N,0.6051313564410612,0.7087751554395656,2014-05-23 00:00:00,FL2633508087320140522
115,26.3814,-80.8529,7.27,N,N,0.6045945805488683,0.7085343121747971,2014-05-23 00:00:00,FL2633508087320140522
116,26.37514,-80.85975,7.27,N,N,0.6051313564410612,0.7087751554395656,2014-05-23 00:00:00,FL2633508087320140522
117,26.37551,-80.86603,5.22,N,N,0.6056690766679683,0.7090162401509462,2014-05-23 00:00:00,FL2633508087320140522
118,26.37478,-80.85348,7.27,N,N,0.6045945805488683,0.7085343121747971,2014-05-23 00:00:00,FL2633508087320140522
119,26.38392,-80.85904,7.68,N,N,0.6045945805488683,0.7085343121747971,2014-05-23 00:00:00,FL2633508087320140522
120,26.3773,-80.85959,7.68,H,N,0.6045945805488683,0.7085343121747971,2014-05-23 00:00:00,FL2633508087320140522
121,26.3769,-80.85332,13.68,N,N,0.6040587464740357,0.7082937099381144,2014-05-23 00:00:00,FL2633508087320140522
122,26.37108,-80.86642,3.88,N,N,0.6051313564410612,0.7087751554395656,2014-05-23 00:00:00,FL2633508087320140522
123,26.37148,-80.8727,2.67,N,N,0.6056690766679683,0.7090162401509462,2014-05-23 00:00:00,FL2633508087320140522
124,26.36486,-80.87327,2.67,N,N,0.6056690766679683,0.7090162401509462,2014-05-23 00:00:00,FL2633508087320140522
125,26.36446,-80.867,3.88,N,N,0.6051313564410612,0.7087751554395656,2014-05-23 00:00:00,FL2633508087320140522
126,26.35783,-80.86755,4.23,N,N,0.6051313564410612,0.7087751554395656,2014-05-23 00:00:00,FL2633508087320140522
127,26.35823,-80.87382,6.51,N,N,0.6056690766679683,0.7090162401509462,2014-05-23 00:00:00,FL2633508087320140522
128,26.35121,-80.86811,4.23,N,N,0.6051313564410612,0.7087751554395656,2014-05-23 00:00:00,FL2633508087320140522
129,26.33563,-80.83173,2.62,N,N,0.6019247783215785,0.7073337029405574,2014-05-23 00:00:00,FL2633508087320140522
130,26.39266,-80.85497,3.29,N,N,0.45050963762189417,0.630713116780337,2014-05-23 00:00:00,FL2633508087320140522
131,26.39157,-80.85049,3.29,N,N,0.4508100579776978,0.6308843765992675,2014-05-23 00:00:00,FL2633508087320140522
132,26.38807,-80.86119,10.21,N,N,0.4502096117887437,0.6305419931547446,2014-05-23 00:00:00,FL2633508087320140522
133,26.38698,-80.8567,11.69,H,N,0.45050963762189417,0.630713116780337,2014-05-23 00:00:00,FL2633508087320140522
134,26.38589,-80.85223,11.69,H,N,0.4508100579776978,0.6308843765992675,2014-05-23 00:00:00,FL2633508087320140522
135,26.38021,-80.85397,11.69,N,N,0.4508100579776978,0.6308843765992675,2014-05-23 00:00:00,FL2633508087320140522
136,26.3813,-80.85845,11.69,N,N,0.45050963762189417,0.630713116780337,2014-05-23 00:00:00,FL2633508087320140522
137,26.37453,-80.85572,3.4,N,N,0.4508100579776978,0.6308843765992675,2014-05-23 00:00:00,FL2633508087320140522
138,26.35967,-80.86987,2.86,N,N,0.4502096117887437,0.6305419931547446,2014-05-23 00:00:00,FL2633508087320140522
139,26.35289,-80.86713,0.83,N,N,0.45050963762189417,0.630713116780337,2014-05-23 00:00:00,FL2633508087320140522
140,26.33724,-80.82853,3.63,N,N,0.45322771620822017,0.6322593792346201,2014-05-23 00:00:00,FL2633508087320140522
141,26.34938,-80.87255,23.58,N,D,0.3220496053277517,0.5479435672699272,2014-05-23 12:00:00,FL2633508087320140522
142,26.34908,-80.87582,23.58,N,D,0.3218960168814959,0.5478311726846251,2014-05-23 12:00:00,FL2633508087320140522
143,26.34878,-80.87911,9.65,N,D,0.3217425775092409,0.547718849173341,2014-05-23 12:00:00,FL2633508087320140522
144,26.35447,-80.87309,21.48,N,D,0.3220496053277517,0.5479435672699272,2014-05-23 12:00:00,FL2633508087320140522
145,26.35417,-80.87637,21.48,N,D,0.3218960168814959,0.5478311726846251,2014-05-23 12:00:00,FL2633508087320140522
146,26.38904,-80.83353,17.5,H,D,0.3240599149806026,0.5494111947957534,2014-05-23 12:00:00,FL2633508087320140522
147,26.38873,-80.83684,13.05,N,D,0.3239043697136433,0.5492978702035323,2014-05-23 12:00:00,FL2633508087320140522
148,26.39415,-80.83408,17.5,H,D,0.3240599149806026,0.5494111947957534,2014-05-23 12:00:00,FL2633508087320140522
149,26.39166,-80.86044,1.97,N,D,0.3228197908818557,0.5485066086218714,2014-05-23 12:00:00,FL2633508087320140522
150,26.38681,-80.83453,18.09,H,D,0.32437146169244885,0.5496380600692238,2014-05-23 12:00:00,FL2633508087320140522
151,26.39191,-80.83508,5.87,H,D,0.32437146169244885,0.5496380600692238,2014-05-23 12:00:00,FL2633508087320140522
152,26.3922,-80.83177,5.87,N,D,0.3245274635600106,0.5497516008852825,2014-05-23 12:00:00,FL2633508087320140522
153,26.3947,-80.86205,5.23,H,D,0.32312891585046555,0.5487323249998142,2014-05-23 12:00:00,FL2633508087320140522
154,26.39731,-80.83232,5.87,N,D,0.3245274635600106,0.5497516008852825,2014-05-23 12:00:00,FL2633508087320140522
155,26.39499,-80.85876,5.23,N,D,0.3232837043260935,0.5488452905630027,2014-05-23 12:00:00,FL2633508087320140522
156,26.40241,-80.83286,4.85,N,D,0.3245274635600106,0.5497516008852825,2014-05-23 12:00:00,FL2633508087320140522
157,26.40212,-80.83618,4.85,N,D,0.32437146169244885,0.5496380600692238,2014-05-23 12:00:00,FL2633508087320140522
158,26.40038,-80.85601,7.21,N,D,0.32343864374085435,0.5489583277980332,2014-05-23 12:00:00,FL2633508087320140522
159,26.40693,-80.84003,6.15,H,D,0.3242156122364915,0.5495245913951983,2014-05-23 12:00:00,FL2633508087320140522
160,26.40606,-80.84996,7.79,H,D,0.32374897622486665,0.5491846175512684,2014-05-23 12:00:00,FL2633508087320140522
161,26.40577,-80.85326,7.21,H,D,0.3235937343039235,0.5490714367717947,2014-05-23 12:00:00,FL2633508087320140522
162,26.40723,-80.83673,4.85,N,D,0.32437146169244885,0.5496380600692238,2014-05-23 12:00:00,FL2633508087320140522
163,26.40664,-80.84335,6.15,N,D,0.3240599149806026,0.5494111947957534,2014-05-23 12:00:00,FL2633508087320140522
164,26.40635,-80.84666,7.79,N,D,0.3239043697136433,0.5492978702035323,2014-05-23 12:00:00,FL2633508087320140522
165,26.44313,-80.83206,12.95,N,N,0.46877232815541414,0.47662142217669445,2014-05-24 00:00:00,FL2633508087320140522
166,26.43881,-80.83318,12.95,N,N,0.46877232815541414,0.47662142217669445,2014-05-24 00:00:00,FL2633508087320140522
167,26.43782,-80.82853,19.78,N,N,0.46908537207005646,0.47676368382785267,2014-05-24 00:00:00,FL2633508087320140522
168,26.43449,-80.83429,10.19,N,N,0.46877232815541414,0.47662142217669445,2014-05-24 00:00:00,FL2633508087320140522
169,26.4335,-80.82964,28.94,N,N,0.46908537207005646,0.47676368382785267,2014-05-24 00:00:00,FL2633508087320140522
170,26.43017,-80.83542,10.19,N,N,0.46877232815541414,0.47662142217669445,2014-05-24 00:00:00,FL2633508087320140522
171,26.42918,-80.83076,28.94,N,N,0.46908537207005646,0.47676368382785267,2014-05-24 00:00:00,FL2633508087320140522
172,26.42486,-80.83188,16.78,N,N,0.46908537207005646,0.47676368382785267,2014-05-24 00:00:00,FL2633508087320140522
173,26.42585,-80.83653,3.59,N,N,0.46877232815541414,0.47662142217669445,2014-05-24 00:00:00,FL2633508087320140522
174,26.42054,-80.833,16.78,N,N,0.46908537207005646,0.47676368382785267,2014-05-24 00:00:00,FL2633508087320140522
175,26.43436,-80.83259,12.64,N,N,0.4693988881456218,0.4769060973669894,2014-05-24 00:00:00,FL2633508087320140522
176,26.4334,-80.82793,20.97,N,N,0.4697128773260443,0.47704866299977783,2014-05-24 00:00:00,FL2633508087320140522
177,26.43531,-80.83725,12.64,N,N,0.46908537207005646,0.47676368382785267,2014-05-24 00:00:00,FL2633508087320140522
178,26.43004,-80.83372,12.64,N,N,0.4693988881456218,0.4769060973669894,2014-05-24 00:00:00,FL2633508087320140522
179,26.42908,-80.82906,20.97,N,N,0.4697128773260443,0.47704866299977783,2014-05-24 00:00:00,FL2633508087320140522
180,26.431,-80.83839,12.64,N,N,0.46908537207005646,0.47676368382785267,2014-05-24 00:00:00,FL2633508087320140522
181,26.42476,-80.83018,13.33,N,N,0.4697128773260443,0.47704866299977783,2014-05-24 00:00:00,FL2633508087320140522
182,26.42572,-80.83485,7.49,N,N,0.4693988881456218,0.4769060973669894,2014-05-24 00:00:00,FL2633508087320140522
183,26.42044,-80.83132,13.33,N,N,0.4697128773260443,0.47704866299977783,2014-05-24 00:00:00,FL2633508087320140522
184,26.4214,-80.83598,7.49,N,N,0.4693988881456218,0.4769060973669894,2014-05-24 00:00:00,FL2633508087320140522
185,26.42091,-80.85571,0.79,N,N,0.4681476530458919,0.4763373537177452,2014-05-24 00:00:00,FL2633508087320140522
186,26.41659,-80.85683,0.79,N,N,0.4681476530458919,0.4763373537177452,2014-05-24 00:00:00,FL2633508087320140522
187,26.40555,-80.82536,6.74,N,N,0.47034227878998053,0.47733425137112895,2014-05-24 00:00:00,FL2633508087320140522
188,26.41419,-80.86724,0.84,N,N,0.4675248553163828,0.476053890353234,2014-05-24 00:00:00,FL2633508087320140522
189,26.41132,-80.85331,0.4,N,N,0.4684597554603077,0.4764793122082665,2014-05-24 00:00:00,FL2633508087320140522
190,26.40122,-80.82649,6.74,N,N,0.47034227878998053,0.47733425137112895,2014-05-24 00:00:00,FL2633508087320140522
191,26.40988,-80.86836,0.84,N,N,0.4675248553163828,0.476053890353234,2014-05-24 00:00:00,FL2633508087320140522
192,26.39689,-80.82762,2.57,N,N,0.47034227878998053,0.47733425137112895,2014-05-24 00:00:00,FL2633508087320140522
193,26.47645,-80.83025,0.57,N,N,0.4159873315025914,0.3747880360542663,2014-05-25 00:00:00,FL2633508087320140522
194,26.47303,-80.83098,0.63,N,N,0.4159873315025914,0.3747880360542663,2014-05-25 00:00:00,FL2633508087320140522
195,26.46962,-80.83172,0.63,N,N,0.4159873315025914,0.3747880360542663,2014-05-25 00:00:00,FL2633508087320140522
196,26.46764,-80.84073,0.76,N,N,0.4157408622886706,0.37468425711706016,2014-05-25 00:00:00,FL2633508087320140522
197,26.46422,-80.84146,0.76,N,N,0.4157408622886706,0.37468425711706016,2014-05-25 00:00:00,FL2633508087320140522
198,26.4635,-80.83733,0.76,N,N,0.4158639577246685,0.3747360925849434,2014-05-25 00:00:00,FL2633508087320140522
199,26.4378,-80.87286,1.2,N,N,0.415008116753191,0.3743755079701547,2014-05-25 00:00:00,FL2633508087320140522
200,26.43636,-80.86459,1.1,N,N,0.41525125749061065,0.3744779936973117,2014-05-25 00:00:00,FL2633508087320140522
201,26.43439,-80.8736,1.2,N,N,0.415008116753191,0.3743755079701547,2014-05-25 00:00:00,FL2633508087320140522
202,26.43098,-80.87432,2.12,N,N,0.415008116753191,0.3743755079701547,2014-05-25 00:00:00,FL2633508087320140522
203,26.43026,-80.87019,2.12,N,N,0.4151295489171822,0.3744266970663792,2014-05-25 00:00:00,FL2633508087320140522
204,26.42684,-80.87093,2.12,N,N,0.4151295489171822,0.3744266970663792,2014-05-25 00:00:00,FL2633508087320140522
205,26.42756,-80.87505,2.12,N,N,0.415008116753191,0.3743755079701547,2014-05-25 00:00:00,FL2633508087320140522
206,26.42271,-80.86753,2.72,N,N,0.41525125749061065,0.3744779936973117,2014-05-25 00:00:00,FL2633508087320140522
207,26.42343,-80.87166,1.18,N,N,0.4151295489171822,0.3744266970663792,2014-05-25 00:00:00,FL2633508087320140522
208,26.42199,-80.8634,2.72,N,N,0.41537324279329907,0.3745293979402535,2014-05-25 00:00:00,FL2633508087320140522
209,26.38644,-80.80233,0.24,N,N,0.41736290730640513,0.3753665648966152,2014-05-25 00:00:00,FL2633508087320140522
210,26.38302,-80.80306,2.45,N,N,0.41736290730640513,0.3753665648966152,2014-05-25 00:00:00,FL2633508087320140522
211,26.38027,-80.80213,0.36,N,N,0.41761666897630473,0.37547316526188684,2014-05-25 00:00:00,FL2633508087320140522
212,26.37201,-80.8078,2.78,N,D,0.38444973685061856,0.3611984906123519,2014-05-25 12:00:00,FL2633508087320140522
213,26.3765,-80.80076,2.55,N,D,0.38442326646503056,0.36118681175471584,2014-05-25 12:00:00,FL2633508087320140522
214,26.37981,-80.80138,2.55,N,D,0.38442326646503056,0.36118681175471584,2014-05-25 12:00:00,FL2633508087320140522
215,26.41445,-80.86333,3.67,N,D,0.38462547106501227,0.36127601331544734,2014-05-25 12:00:00,FL2633508087320140522
216,26.41385,-80.86716,3.67,N,D,0.38464142532223883,0.36128305027700347,2014-05-25 12:00:00,FL2633508087320140522
217,26.41326,-80.87099,14.47,N,D,0.3846575812415706,0.36129017601002406,2014-05-25 12:00:00,FL2633508087320140522
218,26.41266,-80.87483,14.47,N,D,0.3846739388598289,0.3612973905241332,2014-05-25 12:00:00,FL2633508087320140522
219,26.41776,-80.86395,3.67,N,D,0.38462547106501227,0.36127601331544734,2014-05-25 12:00:00,FL2633508087320140522
220,26.41597,-80.87547,14.47,N,D,0.3846739388598289,0.3612973905241332,2014-05-25 12:00:00,FL2633508087320140522
221,26.41537,-80.87931,13.36,N,D,0.38469049821429646,0.36130469382907476,2014-05-25 12:00:00,FL2633508087320140522
222,26.42047,-80.86843,2.49,N,D,0.38464142532223883,0.36128305027700347,2014-05-25 12:00:00,FL2633508087320140522
223,26.41868,-80.87994,6.07,N,D,0.38469049821429646,0.36130469382907476,2014-05-25 12:00:00,FL2633508087320140522
224,26.42258,-80.87674,2.92,L,D,0.3846739388598289,0.3612973905241332,2014-05-25 12:00:00,FL2633508087320140522
