,Lat,Lon,FRP,Confidence,DNFlag,DT,DS,t,Event_ID
125,39.17289,-96.77487,4.07,N,D,0.5045556750910833,0.6601724421291498,2013-11-19 12:00:00,KS3914109677420131117
126,46.04023,-117.0974,1.63,N,N,0.4468542526553788,0.46650164355978885,2013-08-30 00:00:00,WA4604511708320130829
127,46.03975,-117.09165,1.63,N,N,0.44657410601142167,0.466370216945515,2013-08-30 00:00:00,WA4604511708320130829
128,46.03638,-117.10371,2.14,N,N,0.44713480736543565,0.46663320777198514,2013-08-30 00:00:00,WA4604511708320130829
129,46.03193,-117.10291,1.13,N,N,0.44713480736543565,0.46663320777198514,2013-08-30 00:00:00,WA4604511708320130829
130,46.02699,-117.0959,0.55,N,N,0.4468542526553788,0.46650164355978885,2013-08-30 00:00:00,WA4604511708320130829
131,46.02303,-117.10093,1.53,N,N,0.44713480736543565,0.46663320777198514,2013-08-30 00:00:00,WA4604511708320130829
132,46.04082,-117.09847,1.31,N,N,0.5026859890308389,0.659196279310482,2013-08-30 00:00:00,WA4604511708320130829
133,46.03564,-117.1035,1.31,N,N,0.5026859890308389,0.659196279310482,2013-08-30 00:00:00,WA4604511708320130829
134,46.03978,-117.09882,2.33,N,N,0.5030588336956728,0.6593911742407998,2013-08-30 00:00:00,WA4604511708320130829
135,46.03465,-117.10404,1.7,N,N,0.5030588336956728,0.6593911742407998,2013-08-30 00:00:00,WA4604511708320130829
136,39.18555,-96.74319,17.78,N,D,0.5679437044390334,0.5188418142661493,2013-11-04 12:00:00,KS3918809673920131110
137,39.18507,-96.74988,35.71,N,D,0.5674700159536318,0.5186525392978104,2013-11-04 12:00:00,KS3918809673920131110
138,39.19036,-96.74382,17.78,N,D,0.5679437044390334,0.5188418142661493,2013-11-04 12:00:00,KS3918809673920131110
139,39.18988,-96.75049,35.71,N,D,0.5674700159536318,0.5186525392978104,2013-11-04 12:00:00,KS3918809673920131110
140,39.19469,-96.75111,36.12,N,D,0.5674700159536318,0.5186525392978104,2013-11-04 12:00:00,KS3918809673920131110
141,39.1995,-96.75165,36.12,N,D,0.5674700159536318,0.5186525392978104,2013-11-04 12:00:00,KS3918809673920131110
142,39.2048,-96.74541,11.52,N,D,0.5679437044390334,0.5188418142661493,2013-11-04 12:00:00,KS3918809673920131110
143,39.20432,-96.75217,13.9,N,D,0.5674700159536318,0.5186525392978104,2013-11-04 12:00:00,KS3918809673920131110
144,39.18247,-96.72866,23.05,L,D,0.39190574176838766,0.5954866797936973,2013-11-14 12:00:00,KS3918809673920131110
145,39.1889,-96.7598,2.84,N,D,0.4322817371828627,0.38156889508992164,2013-11-16 12:00:00,KS3918809673920131110
146,39.19239,-96.76054,2.84,N,D,0.4322817371828627,0.38156889508992164,2013-11-16 12:00:00,KS3918809673920131110
147,39.19589,-96.76126,8.37,N,D,0.4322817371828627,0.38156889508992164,2013-11-16 12:00:00,KS3918809673920131110
148,39.19529,-96.76917,0.5,N,N,0.3913944323284921,0.43936807713778436,2013-11-17 00:00:00,KS3918809673920131110
149,39.19548,-96.76086,1.26,N,N,0.7873513118794756,0.7814000635978946,2013-11-17 00:00:00,KS3918809673920131110
150,39.19607,-96.76656,2.83,N,N,0.7873513118794756,0.7814000635978946,2013-11-17 00:00:00,KS3918809673920131110
151,39.1571,-96.72215,8.11,N,D,0.39513011181802365,0.36587243861666424,2013-11-17 12:00:00,KS3918809673920131110
152,39.16043,-96.72305,8.11,N,D,0.39513011181802365,0.36587243861666424,2013-11-17 12:00:00,KS3918809673920131110
153,39.17478,-96.7412,1.99,N,D,0.39533774153843637,0.3659625548940974,2013-11-17 12:00:00,KS3918809673920131110
154,39.16416,-96.71794,1.38,N,N,0.34406874051987874,0.5636757093203654,2013-11-18 00:00:00,KS3918809673920131110
155,26.36964,-80.71559,0.77,N,N,0.38756179982340244,0.3625682466367386,2013-05-12 00:00:00,FL2636608070120130513
156,26.36419,-80.72456,0.53,N,N,0.3876385095896323,0.3626019276543807,2013-05-12 00:00:00,FL2636608070120130513
157,26.3636,-80.7207,0.53,N,N,0.38760005047969814,0.36258504187579965,2013-05-12 00:00:00,FL2636608070120130513
158,26.35908,-80.72015,4.53,L,D,0.4557693445151959,0.3910775770587162,2013-05-12 12:00:00,FL2636608070120130513
159,26.36241,-80.729,8.47,L,D,0.4557693445151959,0.3910775770587162,2013-05-12 12:00:00,FL2636608070120130513
160,26.40401,-80.71799,0.79,N,N,0.3889778325582587,0.438131289003342,2013-05-13 00:00:00,FL2636608070120130513
161,26.36004,-80.69267,0.16,N,N,0.3873881072277869,0.4373150259730574,2013-05-13 00:00:00,FL2636608070120130513
162,26.35691,-80.70108,0.42,N,N,0.3877839534554131,0.43751847608403016,2013-05-13 00:00:00,FL2636608070120130513
163,26.35646,-80.69717,0.42,N,N,0.3875858987459723,0.43741669985426723,2013-05-13 00:00:00,FL2636608070120130513
164,26.35964,-80.69566,0.54,N,N,0.387190578477464,0.4372134543297463,2013-05-13 00:00:00,FL2636608070120130513
165,26.35609,-80.70014,0.54,N,N,0.3873881072277869,0.4373150259730574,2013-05-13 00:00:00,FL2636608070120130513
166,26.33926,-80.68549,11.04,N,D,0.5435004848598328,0.5089299841023791,2013-05-13 12:00:00,FL2636608070120130513
167,26.33813,-80.69089,11.04,N,D,0.5439329497012735,0.5091079712949044,2013-05-13 12:00:00,FL2636608070120130513
168,26.33699,-80.6963,11.87,N,D,0.5443661455779818,0.5092861627382775,2013-05-13 12:00:00,FL2636608070120130513
169,26.34726,-80.6705,6.7,N,D,0.5422074595953329,0.5083972448203326,2013-05-13 12:00:00,FL2636608070120130513
170,26.34275,-80.69209,11.04,N,D,0.5439329497012735,0.5091079712949044,2013-05-13 12:00:00,FL2636608070120130513
171,26.35187,-80.67171,23.99,N,D,0.5422074595953329,0.5083972448203326,2013-05-13 12:00:00,FL2636608070120130513
172,26.35075,-80.67709,17.97,N,D,0.5426377414967403,0.5085746211852902,2013-05-13 12:00:00,FL2636608070120130513
173,26.35536,-80.67831,17.97,N,D,0.5426377414967403,0.5085746211852902,2013-05-13 12:00:00,FL2636608070120130513
174,26.33464,-80.69271,9.07,N,D,0.5435004848598328,0.5089299841023791,2013-05-13 12:00:00,FL2636608070120130513
175,26.34043,-80.68852,15.79,N,D,0.5430687493558289,0.5087522008393663,2013-05-13 12:00:00,FL2636608070120130513
176,26.33926,-80.6939,4.66,N,D,0.5435004848598328,0.5089299841023791,2013-05-13 12:00:00,FL2636608070120130513
177,26.33809,-80.6993,4.66,N,D,0.5439329497012735,0.5091079712949044,2013-05-13 12:00:00,FL2636608070120130513
178,26.34854,-80.67357,15.08,N,D,0.5417779019696395,0.5082200714254295,2013-05-13 12:00:00,FL2636608070120130513
179,26.34388,-80.6951,4.66,N,D,0.5435004848598328,0.5089299841023791,2013-05-13 12:00:00,FL2636608070120130513
180,26.35316,-80.67477,14.59,H,D,0.5417779019696395,0.5082200714254295,2013-05-13 12:00:00,FL2636608070120130513
181,26.35199,-80.68015,14.59,N,D,0.5422074595953329,0.5083972448203326,2013-05-13 12:00:00,FL2636608070120130513
182,26.35661,-80.68134,14.59,N,D,0.5422074595953329,0.5083972448203326,2013-05-13 12:00:00,FL2636608070120130513
183,26.3589,-80.69329,6.65,N,D,0.5430687493558289,0.5087522008393663,2013-05-13 12:00:00,FL2636608070120130513
184,26.41539,-80.72715,0.5,N,N,0.37805276602265325,0.5865833844710899,2013-05-14 00:00:00,FL2636608070120130513
185,26.41507,-80.7233,0.5,N,N,0.3778407315071289,0.5864452403020519,2013-05-14 00:00:00,FL2636608070120130513
186,26.41726,-80.7224,6.69,N,D,0.5224217934128849,0.6693560363414509,2013-05-14 12:00:00,FL2636608070120130513
187,26.41675,-80.72414,11.19,H,D,0.5164605243890712,0.666320460827889,2013-05-14 12:00:00,FL2636608070120130513
188,26.41712,-80.71879,11.19,N,D,0.5168537692416088,0.6665215809981448,2013-05-14 12:00:00,FL2636608070120130513
189,26.41638,-80.72946,8.97,L,D,0.5160678685523301,0.6661195180406643,2013-05-14 12:00:00,FL2636608070120130513
190,26.42198,-80.72204,0.47,N,N,0.36995546398937296,0.5812666728949228,2013-05-15 00:00:00,FL2636608070120130513
191,26.42597,-80.73227,2.09,N,D,0.5247695740906074,0.5011268815708325,2013-05-15 12:00:00,FL2636608070120130513
192,26.08738,-81.28288,6.1,N,D,0.41877264324177554,0.3759582776808767,2013-03-29 12:00:00,FL2610108128120130312
193,26.08681,-81.28707,22.74,N,D,0.41864306201483975,0.37590393797439214,2013-03-29 12:00:00,FL2610108128120130312
194,26.08624,-81.29126,22.74,N,D,0.4185137664997757,0.37584970804176265,2013-03-29 12:00:00,FL2610108128120130312
195,26.08969,-81.29183,22.74,H,D,0.4185137664997757,0.37584970804176265,2013-03-29 12:00:00,FL2610108128120130312
196,26.0914,-81.27927,6.1,N,D,0.41890251052642974,0.3760127272440978,2013-03-29 12:00:00,FL2610108128120130312
197,26.09543,-81.27566,5.33,N,D,0.4190326642156132,0.37606728674714374,2013-03-29 12:00:00,FL2610108128120130312
198,26.09429,-81.28403,10.73,N,D,0.41877264324177554,0.3759582776808767,2013-03-29 12:00:00,FL2610108128120130312
199,26.09372,-81.28822,15.42,N,D,0.41864306201483975,0.37590393797439214,2013-03-29 12:00:00,FL2610108128120130312
200,26.09831,-81.28043,10.73,H,D,0.41890251052642974,0.3760127272440978,2013-03-29 12:00:00,FL2610108128120130312
201,26.09889,-81.27624,5.33,N,D,0.4190326642156132,0.37606728674714374,2013-03-29 12:00:00,FL2610108128120130312
202,26.09774,-81.28461,10.73,N,D,0.41877264324177554,0.3759582776808767,2013-03-29 12:00:00,FL2610108128120130312
203,26.11785,-81.32422,0.35,N,N,0.3845194348075449,0.3612292394024727,2013-03-30 00:00:00,FL2610108128120130312
204,26.11454,-81.32486,1.04,N,N,0.3845194348075449,0.3612292394024727,2013-03-30 00:00:00,FL2610108128120130312
205,26.11063,-81.32169,1.79,N,N,0.3845339784221793,0.3612356552231229,2013-03-30 00:00:00,FL2610108128120130312
206,26.10696,-81.29873,1.5,N,N,0.38462547106501227,0.36127601331544734,2013-03-30 00:00:00,FL2610108128120130312
207,26.11002,-81.31786,1.79,N,N,0.38454872345411467,0.3612421597512428,2013-03-30 00:00:00,FL2610108128120130312
208,26.11037,-81.34146,0.53,N,N,0.38446327386641715,0.36120446302316056,2013-03-30 00:00:00,FL2610108128120130312
209,26.10732,-81.32233,0.86,N,N,0.3845339784221793,0.3612356552231229,2013-03-30 00:00:00,FL2610108128120130312
210,26.10366,-81.29938,0.81,N,N,0.38462547106501227,0.36127601331544734,2013-03-30 00:00:00,FL2610108128120130312
211,26.10463,-81.32681,0.58,N,N,0.3845194348075449,0.3612292394024727,2013-03-30 00:00:00,FL2610108128120130312
212,26.08871,-81.33385,1.15,N,N,0.38450509257708615,0.36122291228063247,2013-03-30 00:00:00,FL2610108128120130312
213,26.08663,-81.34215,6.8,N,N,0.3844770121384957,0.36121052409933646,2013-03-30 00:00:00,FL2610108128120130312
214,26.08602,-81.33833,6.8,H,N,0.3844909516981377,0.3612166738490603,2013-03-30 00:00:00,FL2610108128120130312
215,26.08541,-81.3345,1.15,N,N,0.38450509257708615,0.36122291228063247,2013-03-30 00:00:00,FL2610108128120130312
216,26.0839,-81.3417,4.51,N,N,0.38450509257708615,0.36122291228063247,2013-03-30 00:00:00,FL2610108128120130312
217,26.0833,-81.33788,4.51,N,N,0.3845194348075449,0.3612292394024727,2013-03-30 00:00:00,FL2610108128120130312
218,26.04353,-81.32825,4.74,N,D,0.42293330119785,0.37769771707601857,2013-03-30 12:00:00,FL2610108128120130312
219,26.04281,-81.33244,3.82,N,D,0.4230722131524055,0.3777556144385928,2013-03-30 12:00:00,FL2610108128120130312
220,26.04698,-81.32896,11.14,N,D,0.42293330119785,0.37769771707601857,2013-03-30 12:00:00,FL2610108128120130312
221,26.04626,-81.33316,2.83,N,D,0.4230722131524055,0.3777556144385928,2013-03-30 12:00:00,FL2610108128120130312
222,26.04971,-81.33388,2.83,N,D,0.4230722131524055,0.3777556144385928,2013-03-30 12:00:00,FL2610108128120130312
223,26.05532,-81.322,8.58,N,D,0.42265636871419493,0.3775822598495373,2013-03-30 12:00:00,FL2610108128120130312
