,Lat,Lon,FRP,Confidence,DNFlag,DT,DS,t,Event_ID
18,36.31983,-99.77454,4.87,H,D,0.40339762459732065,0.6026956779839305,2024-03-11 12:00:00,OK3643909995620240227
19,36.31757,-99.77317,10.44,N,D,0.4038808916308089,0.6029954354609828,2024-03-11 12:00:00,OK3643909995620240227
20,36.31734,-99.77778,10.44,N,D,0.40363911476893466,0.6028455016383455,2024-03-11 12:00:00,OK3643909995620240227
21,36.31775,-99.77753,5.42,N,D,0.4407839390695997,0.46364173386523966,2024-03-12 12:00:00,OK3643909995620240227
22,34.6208,-80.2581,1.86,N,D,0.32097760958526234,0.5471582954216495,2024-02-06 12:00:00,SC3462208024020240206
23,34.62571,-80.25983,1.86,N,D,0.32097760958526234,0.5471582954216495,2024-02-06 12:00:00,SC3462208024020240206
24,34.63062,-80.26149,2.36,N,D,0.32097760958526234,0.5471582954216495,2024-02-06 12:00:00,SC3462208024020240206
25,34.625,-80.25728,4.91,N,D,0.320520404637202,0.5468228118512211,2024-02-06 12:00:00,SC3462208024020240206
26,34.62908,-80.26235,4.69,N,D,0.3206726587769008,0.5469345691373945,2024-02-06 12:00:00,SC3462208024020240206
27,34.61659,-80.25208,27.07,H,D,0.6320557360242028,0.7206275505130023,2024-02-06 12:00:00,SC3462208024020240206
28,34.61734,-80.23053,6.77,N,D,0.6338175785588293,0.7213879088503619,2024-02-06 12:00:00,SC3462208024020240206
29,34.61708,-80.23777,18.88,N,D,0.6332292158011757,0.7211341923440032,2024-02-06 12:00:00,SC3462208024020240206
30,34.61684,-80.24492,18.88,L,D,0.632641935968484,0.7208807397248087,2024-02-06 12:00:00,SC3462208024020240206
31,34.61876,-80.25302,23.98,H,D,0.632641935968484,0.7208807397248087,2024-02-06 12:00:00,SC3462208024020240206
32,34.61918,-80.23857,13.77,N,D,0.6338175785588293,0.7213879088503619,2024-02-06 12:00:00,SC3462208024020240206
33,34.61897,-80.24579,23.98,L,D,0.6332292158011757,0.7211341923440032,2024-02-06 12:00:00,SC3462208024020240206
34,34.59396,-80.20708,12.81,H,D,0.417871562564842,0.37558020209979637,2024-01-29 12:00:00,SC3460608019520240129
35,34.59983,-80.18946,9.86,H,D,0.4183847563516934,0.3757955878003086,2024-01-29 12:00:00,SC3460608019520240129
36,34.59801,-80.20317,17.89,H,D,0.41799943467478434,0.37563388439926587,2024-01-29 12:00:00,SC3460608019520240129
37,34.60045,-80.18488,5.78,N,D,0.4185137664997757,0.37584970804176265,2024-01-29 12:00:00,SC3460608019520240129
38,34.59922,-80.19403,9.86,N,D,0.4182560312266602,0.3757415771675551,2024-01-29 12:00:00,SC3460608019520240129
39,34.59862,-80.19861,17.89,N,D,0.4181275907816986,0.37568767606122994,2024-01-29 12:00:00,SC3460608019520240129
40,34.5974,-80.20773,11.95,N,D,0.417871562564842,0.37558020209979637,2024-01-29 12:00:00,SC3460608019520240129
41,34.60451,-80.18095,5.78,N,D,0.41864306201483975,0.37590393797439214,2024-01-29 12:00:00,SC3460608019520240129
42,34.6039,-80.18552,5.78,N,D,0.4185137664997757,0.37584970804176265,2024-01-29 12:00:00,SC3460608019520240129
43,34.60329,-80.19009,9.86,N,D,0.4183847563516934,0.3757955878003086,2024-01-29 12:00:00,SC3460608019520240129
44,34.6016,-80.18771,14.41,H,D,0.41864306201483975,0.37590393797439214,2024-01-29 12:00:00,SC3460608019520240129
45,34.60101,-80.19228,14.41,H,D,0.4185137664997757,0.37584970804176265,2024-01-29 12:00:00,SC3460608019520240129
46,34.59982,-80.20143,9.97,H,D,0.4182560312266602,0.3757415771675551,2024-01-29 12:00:00,SC3460608019520240129
47,34.6022,-80.18312,8.21,N,D,0.41877264324177554,0.3759582776808767,2024-01-29 12:00:00,SC3460608019520240129
48,34.60042,-80.19685,9.97,N,D,0.4183847563516934,0.3757955878003086,2024-01-29 12:00:00,SC3460608019520240129
49,34.59923,-80.206,6.77,N,D,0.4181275907816986,0.37568767606122994,2024-01-29 12:00:00,SC3460608019520240129
50,34.59864,-80.21056,6.77,N,D,0.41799943467478434,0.37563388439926587,2024-01-29 12:00:00,SC3460608019520240129
51,34.60624,-80.17918,8.21,N,D,0.41890251052642974,0.3760127272440978,2024-01-29 12:00:00,SC3460608019520240129
52,27.4306,-97.31783,14.42,L,D,0.47561254123516084,0.39888172013310846,2024-05-12 12:00:00,TX2742709732520240511
53,27.43423,-97.31865,8.12,N,D,0.47561254123516084,0.39888172013310846,2024-05-12 12:00:00,TX2742709732520240511
54,27.43785,-97.31948,8.12,N,D,0.47561254123516084,0.39888172013310846,2024-05-12 12:00:00,TX2742709732520240511
55,27.437,-97.32426,5.29,N,D,0.47585506476987444,0.3989758623973691,2024-05-12 12:00:00,TX2742709732520240511
56,27.44488,-97.30124,36.52,L,D,0.474647012099554,0.3985066319086334,2024-05-12 12:00:00,TX2742709732520240511
57,27.44148,-97.3203,13.58,L,D,0.47561254123516084,0.39888172013310846,2024-05-12 12:00:00,TX2742709732520240511
58,27.44935,-97.29731,36.52,L,D,0.4744067670117417,0.3984132292032148,2024-05-12 12:00:00,TX2742709732520240511
59,27.44851,-97.30207,36.52,L,D,0.474647012099554,0.3985066319086334,2024-05-12 12:00:00,TX2742709732520240511
60,27.45382,-97.29337,10.99,N,D,0.4741669751884123,0.3983199738964816,2024-05-12 12:00:00,TX2742709732520240511
61,27.45298,-97.29813,102.11,L,D,0.4744067670117417,0.3984132292032148,2024-05-12 12:00:00,TX2742709732520240511
62,27.45745,-97.2942,10.99,L,D,0.4741669751884123,0.3983199738964816,2024-05-12 12:00:00,TX2742709732520240511
63,27.45661,-97.29896,102.11,L,D,0.4744067670117417,0.3984132292032148,2024-05-12 12:00:00,TX2742709732520240511
64,27.44954,-97.29533,45.74,N,D,0.4739276358265387,0.3982268658183259,2024-05-12 12:00:00,TX2742709732520240511
65,27.44867,-97.30007,45.74,L,D,0.4741669751884123,0.3983199738964816,2024-05-12 12:00:00,TX2742709732520240511
66,27.45317,-97.29614,45.74,N,D,0.4739276358265387,0.3982268658183259,2024-05-12 12:00:00,TX2742709732520240511
67,27.45229,-97.3009,45.74,L,D,0.4741669751884123,0.3983199738964816,2024-05-12 12:00:00,TX2742709732520240511
68,27.45679,-97.29696,65.57,N,D,0.4739276358265387,0.3982268658183259,2024-05-12 12:00:00,TX2742709732520240511
69,27.46041,-97.29778,65.57,N,D,0.4739276358265387,0.3982268658183259,2024-05-12 12:00:00,TX2742709732520240511
70,27.45955,-97.30253,65.57,L,D,0.4741669751884123,0.3983199738964816,2024-05-12 12:00:00,TX2742709732520240511
71,27.46404,-97.2986,27.19,L,D,0.4739276358265387,0.3982268658183259,2024-05-12 12:00:00,TX2742709732520240511
72,27.46317,-97.30334,27.19,L,D,0.4741669751884123,0.3983199738964816,2024-05-12 12:00:00,TX2742709732520240511
73,27.31559,-97.35686,21.87,H,D,0.5552894045176366,0.685601845602583,2024-05-14 12:00:00,TX2742709732520240511
74,27.31844,-97.34573,15.63,N,D,0.5543842288733366,0.6851651741209114,2024-05-14 12:00:00,TX2742709732520240511
75,27.31702,-97.35129,15.63,N,D,0.554836452481023,0.6853834079286135,2024-05-14 12:00:00,TX2742709732520240511
76,27.32461,-97.34769,19.97,H,D,0.5543842288733366,0.6851651741209114,2024-05-14 12:00:00,TX2742709732520240511
77,27.3322,-97.34409,59.6,H,D,0.5539327319292712,0.6849471438564432,2024-05-14 12:00:00,TX2742709732520240511
78,27.33078,-97.34966,19.97,H,D,0.5543842288733366,0.6851651741209114,2024-05-14 12:00:00,TX2742709732520240511
79,27.32935,-97.35522,19.97,N,D,0.554836452481023,0.6853834079286135,2024-05-14 12:00:00,TX2742709732520240511
80,27.33978,-97.34051,32.72,H,D,0.5534819598893611,0.684729316812957,2024-05-14 12:00:00,TX2742709732520240511
81,27.33836,-97.34605,32.72,H,D,0.5539327319292712,0.6849471438564432,2024-05-14 12:00:00,TX2742709732520240511
82,27.33552,-97.3572,44.62,N,D,0.554836452481023,0.6853834079286135,2024-05-14 12:00:00,TX2742709732520240511
83,27.32856,-97.34586,36.08,H,D,0.5534819598893611,0.684729316812957,2024-05-14 12:00:00,TX2742709732520240511
84,27.33002,-97.34032,18.33,N,D,0.5530319109999589,0.6845116926689825,2024-05-14 12:00:00,TX2742709732520240511
85,27.32711,-97.35142,36.08,N,D,0.5539327319292712,0.6849471438564432,2024-05-14 12:00:00,TX2742709732520240511
86,27.33618,-97.34226,18.33,H,D,0.5530319109999589,0.6845116926689825,2024-05-14 12:00:00,TX2742709732520240511
87,27.33473,-97.34779,36.08,H,D,0.5534819598893611,0.684729316812957,2024-05-14 12:00:00,TX2742709732520240511
88,27.33763,-97.33675,18.33,N,D,0.5525825835132022,0.6842942711038215,2024-05-14 12:00:00,TX2742709732520240511
89,27.33327,-97.35336,36.08,N,D,0.5539327319292712,0.6849471438564432,2024-05-14 12:00:00,TX2742709732520240511
90,27.34235,-97.3442,12.6,H,D,0.5530319109999589,0.6845116926689825,2024-05-14 12:00:00,TX2742709732520240511
91,27.3438,-97.33867,12.6,N,D,0.5525825835132022,0.6842942711038215,2024-05-14 12:00:00,TX2742709732520240511
92,27.3409,-97.34975,7.29,N,D,0.5534819598893611,0.684729316812957,2024-05-14 12:00:00,TX2742709732520240511
93,27.31842,-97.35018,27.39,H,D,0.4725377877398821,0.6430405819185075,2024-05-14 12:00:00,TX2742709732520240511
94,27.31806,-97.35508,16.31,H,D,0.47220817315174657,0.6428594815273868,2024-05-14 12:00:00,TX2742709732520240511
95,27.32441,-97.35065,27.39,H,D,0.4725377877398821,0.6430405819185075,2024-05-14 12:00:00,TX2742709732520240511
96,27.32405,-97.35554,16.31,H,D,0.47220817315174657,0.6428594815273868,2024-05-14 12:00:00,TX2742709732520240511
97,27.31441,-97.34908,19.52,N,D,0.4731983785831938,0.6434032309548812,2024-05-14 12:00:00,TX2742709732520240511
98,27.3204,-97.34956,19.52,H,D,0.4731983785831938,0.6434032309548812,2024-05-14 12:00:00,TX2742709732520240511
99,27.32008,-97.35447,22.98,N,D,0.472867855907619,0.6432218316604402,2024-05-14 12:00:00,TX2742709732520240511
100,27.3264,-97.35005,11.38,N,D,0.4731983785831938,0.6434032309548812,2024-05-14 12:00:00,TX2742709732520240511
101,27.32608,-97.35496,8.88,N,D,0.472867855907619,0.6432218316604402,2024-05-14 12:00:00,TX2742709732520240511
102,27.3324,-97.35054,11.38,N,D,0.4731983785831938,0.6434032309548812,2024-05-14 12:00:00,TX2742709732520240511
103,27.33208,-97.35543,8.88,N,D,0.472867855907619,0.6432218316604402,2024-05-14 12:00:00,TX2742709732520240511
104,27.3394,-97.33627,13.65,H,D,0.47419268297819994,0.6439483281764474,2024-05-14 12:00:00,TX2742709732520240511
105,27.33907,-97.3412,13.65,N,D,0.47386079118376134,0.6437664790101522,2024-05-14 12:00:00,TX2742709732520240511
106,27.33873,-97.34612,28.8,N,D,0.4735293566974341,0.6435847800039434,2024-05-14 12:00:00,TX2742709732520240511
107,27.3384,-97.35101,28.8,N,D,0.4731983785831938,0.6434032309548812,2024-05-14 12:00:00,TX2742709732520240511
108,27.3454,-97.33677,13.65,H,D,0.47419268297819994,0.6439483281764474,2024-05-14 12:00:00,TX2742709732520240511
109,27.34507,-97.34169,13.65,H,D,0.47386079118376134,0.6437664790101522,2024-05-14 12:00:00,TX2742709732520240511
110,27.34574,-97.33183,24.3,N,D,0.4745250330193912,0.6441303277061868,2024-05-14 12:00:00,TX2742709732520240511
111,27.34473,-97.3466,28.8,N,D,0.4735293566974341,0.6435847800039434,2024-05-14 12:00:00,TX2742709732520240511
112,27.3444,-97.3515,28.8,N,D,0.4731983785831938,0.6434032309548812,2024-05-14 12:00:00,TX2742709732520240511
113,27.34407,-97.35638,30.96,N,D,0.472867855907619,0.6432218316604402,2024-05-14 12:00:00,TX2742709732520240511
114,27.34374,-97.36128,30.96,N,D,0.4725377877398821,0.6430405819185075,2024-05-14 12:00:00,TX2742709732520240511
115,27.35174,-97.33232,9.25,H,D,0.4745250330193912,0.6441303277061868,2024-05-14 12:00:00,TX2742709732520240511
116,27.35141,-97.33725,13.22,H,D,0.47419268297819994,0.6439483281764474,2024-05-14 12:00:00,TX2742709732520240511
117,27.35208,-97.32738,9.25,N,D,0.4748578422485966,0.6443124778031437,2024-05-14 12:00:00,TX2742709732520240511
118,27.35107,-97.34217,13.22,N,D,0.47386079118376134,0.6437664790101522,2024-05-14 12:00:00,TX2742709732520240511
119,27.35809,-97.32787,9.25,H,D,0.4748578422485966,0.6443124778031437,2024-05-14 12:00:00,TX2742709732520240511
120,27.35775,-97.33281,9.25,N,D,0.4745250330193912,0.6441303277061868,2024-05-14 12:00:00,TX2742709732520240511
121,27.36856,-97.32243,1.1,N,N,0.31900592823598295,0.5457091048694344,2024-05-15 00:00:00,TX2742709732520240511
122,27.36929,-97.32562,1.1,N,N,0.31885528268998525,0.5455981193349181,2024-05-15 00:00:00,TX2742709732520240511
123,27.36112,-97.35494,0.77,N,N,0.3179544483225563,0.5449336690960337,2024-05-15 00:00:00,TX2742709732520240511
124,27.3654,-97.35073,3.42,N,D,0.483675792982683,0.48332585538487954,2024-05-15 12:00:00,TX2742709732520240511
125,35.85788,-101.37331,6.06,N,D,0.38664017044283666,0.3621632772584398,2024-02-26 12:00:00,TX3584810143320240226
126,35.85726,-101.37757,6.06,N,D,0.3866075162304432,0.36214891833218144,2024-02-26 12:00:00,TX3584810143320240226
127,35.85663,-101.38184,7.68,N,D,0.38657506818241116,0.362134649351038,2024-02-26 12:00:00,TX3584810143320240226
128,35.856,-101.38609,7.68,N,D,0.3865428262240854,0.3621204702955989,2024-02-26 12:00:00,TX3584810143320240226
129,35.85538,-101.39035,8.45,N,D,0.3865107902812955,0.36210638114657767,2024-02-26 12:00:00,TX3584810143320240226
130,35.85475,-101.39461,8.45,N,D,0.38647896028036,0.36209238188481424,2024-02-26 12:00:00,TX3584810143320240226
131,35.85412,-101.39887,10.22,N,D,0.3864473361480774,0.3620784724912703,2024-02-26 12:00:00,TX3584810143320240226
132,35.8535,-101.40313,10.22,N,D,0.3864159178117356,0.36206465294703394,2024-02-26 12:00:00,TX3584810143320240226
133,35.85287,-101.40739,19.06,N,D,0.38638470519910284,0.36205092323331667,2024-02-26 12:00:00,TX3584810143320240226
134,35.86182,-101.36979,7.86,N,D,0.3866730308947331,0.36217772614934896,2024-02-26 12:00:00,TX3584810143320240226
135,35.85868,-101.39109,8.45,N,D,0.3865107902812955,0.36210638114657767,2024-02-26 12:00:00,TX3584810143320240226
136,35.85617,-101.40812,19.06,N,D,0.38638470519910284,0.36205092323331667,2024-02-26 12:00:00,TX3584810143320240226
137,35.85555,-101.41238,19.06,N,D,0.3863536982384347,0.36203728333145474,2024-02-26 12:00:00,TX3584810143320240226
138,35.85429,-101.4209,5.41,N,D,0.3862923009884217,0.362010272889263,2024-02-26 12:00:00,TX3584810143320240226
139,35.85366,-101.42516,3.66,N,D,0.38626191055800213,0.3619969023122264,2024-02-26 12:00:00,TX3584810143320240226
140,35.85304,-101.42941,3.66,N,D,0.3862317254973936,0.36198362147363145,2024-02-26 12:00:00,TX3584810143320240226
141,35.85241,-101.43367,4.15,N,D,0.38620174573726257,0.36197043035543447,2024-02-26 12:00:00,TX3584810143320240226
142,35.84927,-101.45496,5.03,N,D,0.3860549240508564,0.36190581994757504,2024-02-26 12:00:00,TX3584810143320240226
143,35.86119,-101.37405,6.06,L,D,0.38664017044283666,0.3621632772584398,2024-02-26 12:00:00,TX3584810143320240226
144,35.86057,-101.3783,6.06,L,D,0.3866075162304432,0.36214891833218144,2024-02-26 12:00:00,TX3584810143320240226
145,35.85994,-101.38257,7.68,L,D,0.38657506818241116,0.362134649351038,2024-02-26 12:00:00,TX3584810143320240226
146,35.85931,-101.38683,7.68,L,D,0.3865428262240854,0.3621204702955989,2024-02-26 12:00:00,TX3584810143320240226
147,35.85806,-101.39535,8.45,L,D,0.38647896028036,0.36209238188481424,2024-02-26 12:00:00,TX3584810143320240226
148,35.85743,-101.39961,10.22,L,D,0.3864473361480774,0.3620784724912703,2024-02-26 12:00:00,TX3584810143320240226
149,35.8568,-101.40386,10.22,L,D,0.3864159178117356,0.36206465294703394,2024-02-26 12:00:00,TX3584810143320240226
150,35.85492,-101.41663,5.41,L,D,0.38632289685846716,0.3620237332229089,2024-02-26 12:00:00,TX3584810143320240226
151,35.86515,-101.36517,4.92,N,D,0.38677285044615384,0.36222161280720494,2024-02-26 12:00:00,TX3584810143320240226
152,35.86453,-101.36942,4.92,N,D,0.3867393708200328,0.3622068939038841,2024-02-26 12:00:00,TX3584810143320240226
153,35.86391,-101.3737,219.65,N,D,0.3867060976617594,0.36219226502456847,2024-02-26 12:00:00,TX3584810143320240226
154,35.86205,-101.38649,209.73,N,D,0.3866075162304432,0.36214891833218144,2024-02-26 12:00:00,TX3584810143320240226
155,35.86142,-101.39075,34.41,N,D,0.38657506818241116,0.362134649351038,2024-02-26 12:00:00,TX3584810143320240226
156,35.8608,-101.39501,34.41,N,D,0.3865428262240854,0.3621204702955989,2024-02-26 12:00:00,TX3584810143320240226
157,35.86018,-101.39928,52.83,N,D,0.3865107902812955,0.36210638114657767,2024-02-26 12:00:00,TX3584810143320240226
158,35.85894,-101.40779,21.87,N,D,0.3864473361480774,0.3620784724912703,2024-02-26 12:00:00,TX3584810143320240226
159,35.85769,-101.41631,10.53,N,D,0.38638470519910284,0.36205092323331667,2024-02-26 12:00:00,TX3584810143320240226
160,35.85707,-101.42056,10.53,N,D,0.3863536982384347,0.36203728333145474,2024-02-26 12:00:00,TX3584810143320240226
161,35.85645,-101.42483,3.96,N,D,0.38632289685846716,0.3620237332229089,2024-02-26 12:00:00,TX3584810143320240226
162,35.85582,-101.42908,3.96,N,D,0.3862923009884217,0.362010272889263,2024-02-26 12:00:00,TX3584810143320240226
163,35.8527,-101.45039,3.49,N,D,0.3861424018435173,0.36194431720868186,2024-02-26 12:00:00,TX3584810143320240226
164,35.85208,-101.45464,3.49,N,D,0.38611303757364407,0.3619313951446579,2024-02-26 12:00:00,TX3584810143320240226
165,35.85955,-101.40353,52.83,L,D,0.38647896028036,0.36209238188481424,2024-02-26 12:00:00,TX3584810143320240226
166,35.85831,-101.41206,21.87,L,D,0.3864159178117356,0.36206465294703394,2024-02-26 12:00:00,TX3584810143320240226
167,35.86846,-101.36589,4.92,N,D,0.38677285044615384,0.36222161280720494,2024-02-26 12:00:00,TX3584810143320240226
168,35.86784,-101.37016,4.92,N,D,0.3867393708200328,0.3622068939038841,2024-02-26 12:00:00,TX3584810143320240226
169,35.86473,-101.39149,34.41,N,D,0.38657506818241116,0.362134649351038,2024-02-26 12:00:00,TX3584810143320240226
170,35.86411,-101.39575,34.41,N,D,0.3865428262240854,0.3621204702955989,2024-02-26 12:00:00,TX3584810143320240226
171,35.86286,-101.40427,52.83,N,D,0.38647896028036,0.36209238188481424,2024-02-26 12:00:00,TX3584810143320240226
172,35.86161,-101.41279,21.87,N,D,0.3864159178117356,0.36206465294703394,2024-02-26 12:00:00,TX3584810143320240226
173,35.86037,-101.4213,10.53,N,D,0.3863536982384347,0.36203728333145474,2024-02-26 12:00:00,TX3584810143320240226
174,35.85975,-101.42556,3.96,N,D,0.38632289685846716,0.3620237332229089,2024-02-26 12:00:00,TX3584810143320240226
175,35.85912,-101.42982,3.96,N,D,0.3862923009884217,0.362010272889263,2024-02-26 12:00:00,TX3584810143320240226
176,35.8666,-101.37869,219.65,L,D,0.3866730308947331,0.36217772614934896,2024-02-26 12:00:00,TX3584810143320240226
177,35.86597,-101.38295,209.73,L,D,0.38664017044283666,0.3621632772584398,2024-02-26 12:00:00,TX3584810143320240226
178,35.86224,-101.40853,21.87,L,D,0.3864473361480774,0.3620784724912703,2024-02-26 12:00:00,TX3584810143320240226
179,35.861,-101.41705,10.53,L,D,0.38638470519910284,0.36205092323331667,2024-02-26 12:00:00,TX3584810143320240226
180,35.87177,-101.36662,3.06,N,D,0.38677285044615384,0.36222161280720494,2024-02-26 12:00:00,TX3584810143320240226
181,35.87115,-101.37089,3.06,N,D,0.3867393708200328,0.3622068939038841,2024-02-26 12:00:00,TX3584810143320240226
182,35.86617,-101.405,8.45,N,D,0.38647896028036,0.36209238188481424,2024-02-26 12:00:00,TX3584810143320240226
183,35.86555,-101.40926,4.38,N,D,0.3864473361480774,0.3620784724912703,2024-02-26 12:00:00,TX3584810143320240226
184,35.86493,-101.41352,4.38,N,D,0.3864159178117356,0.36206465294703394,2024-02-26 12:00:00,TX3584810143320240226
185,35.87053,-101.37516,9.55,L,D,0.3867060976617594,0.36219226502456847,2024-02-26 12:00:00,TX3584810143320240226
186,35.8699,-101.37942,9.55,L,D,0.3866730308947331,0.36217772614934896,2024-02-26 12:00:00,TX3584810143320240226
187,35.86928,-101.38369,14.47,L,D,0.38664017044283666,0.3621632772584398,2024-02-26 12:00:00,TX3584810143320240226
188,35.86866,-101.38795,14.47,L,D,0.3866075162304432,0.36214891833218144,2024-02-26 12:00:00,TX3584810143320240226
189,35.86803,-101.39222,8.71,L,D,0.38657506818241116,0.362134649351038,2024-02-26 12:00:00,TX3584810143320240226
190,35.86742,-101.39648,8.71,L,D,0.3865428262240854,0.3621204702955989,2024-02-26 12:00:00,TX3584810143320240226
191,35.86679,-101.40074,8.45,L,D,0.3865107902812955,0.36210638114657767,2024-02-26 12:00:00,TX3584810143320240226
192,35.87446,-101.37162,3.06,N,D,0.3867393708200328,0.3622068939038841,2024-02-26 12:00:00,TX3584810143320240226
193,35.87383,-101.37588,9.55,N,D,0.3867060976617594,0.36219226502456847,2024-02-26 12:00:00,TX3584810143320240226
194,35.87321,-101.38015,9.55,N,D,0.3866730308947331,0.36217772614934896,2024-02-26 12:00:00,TX3584810143320240226
195,35.87259,-101.38441,14.47,N,D,0.38664017044283666,0.3621632772584398,2024-02-26 12:00:00,TX3584810143320240226
196,35.87072,-101.39721,8.71,N,D,0.3865428262240854,0.3621204702955989,2024-02-26 12:00:00,TX3584810143320240226
197,35.8701,-101.40147,8.45,N,D,0.3865107902812955,0.36210638114657767,2024-02-26 12:00:00,TX3584810143320240226
198,35.91393,-100.69402,1.78,N,N,0.3879822717804499,0.4376203547731937,2024-02-27 00:00:00,TX3584810143320240226
199,35.91437,-100.69831,1.78,N,N,0.38818085414637615,0.4377223360328013,2024-02-27 00:00:00,TX3584810143320240226
200,35.9112,-100.70745,3.17,N,N,0.3885788127068372,0.43792660670849054,2024-02-27 00:00:00,TX3584810143320240226
201,35.91077,-100.7032,3.17,N,N,0.3883797009794378,0.43782441997408944,2024-02-27 00:00:00,TX3584810143320240226
202,35.91033,-100.69895,1.1,N,N,0.38818085414637615,0.4377223360328013,2024-02-27 00:00:00,TX3584810143320240226
203,35.90989,-100.69467,1.1,N,N,0.3879822717804499,0.4376203547731937,2024-02-27 00:00:00,TX3584810143320240226
204,35.9076,-100.71233,5.68,N,N,0.38877818975673634,0.43802889634763315,2024-02-27 00:00:00,TX3584810143320240226
205,35.90717,-100.70808,3.17,N,N,0.3885788127068372,0.43792660670849054,2024-02-27 00:00:00,TX3584810143320240226
206,35.90673,-100.70383,3.17,N,N,0.3883797009794378,0.43782441997408944,2024-02-27 00:00:00,TX3584810143320240226
207,35.9063,-100.69958,1.1,N,N,0.38818085414637615,0.4377223360328013,2024-02-27 00:00:00,TX3584810143320240226
208,35.90586,-100.6953,1.1,N,N,0.3879822717804499,0.4376203547731937,2024-02-27 00:00:00,TX3584810143320240226
209,35.91068,-100.70558,2.96,N,N,0.38818085414637615,0.4377223360328013,2024-02-27 00:00:00,TX3584810143320240226
210,35.91021,-100.70133,2.96,N,N,0.3879822717804499,0.4376203547731937,2024-02-27 00:00:00,TX3584810143320240226
211,35.91113,-100.70982,2.81,N,N,0.3883797009794378,0.43782441997408944,2024-02-27 00:00:00,TX3584810143320240226
212,35.90976,-100.69709,1.15,N,N,0.3877839534554131,0.43751847608403016,2024-02-27 00:00:00,TX3584810143320240226
213,35.9071,-100.71045,2.81,N,N,0.3883797009794378,0.43782441997408944,2024-02-27 00:00:00,TX3584810143320240226
214,35.90755,-100.71469,2.81,N,N,0.3885788127068372,0.43792660670849054,2024-02-27 00:00:00,TX3584810143320240226
215,35.90664,-100.7062,2.96,N,N,0.38818085414637615,0.4377223360328013,2024-02-27 00:00:00,TX3584810143320240226
216,35.90618,-100.70195,2.96,N,N,0.3879822717804499,0.4376203547731937,2024-02-27 00:00:00,TX3584810143320240226
217,35.90572,-100.69771,1.15,N,N,0.3877839534554131,0.43751847608403016,2024-02-27 00:00:00,TX3584810143320240226
218,35.90913,-100.7676,9.73,N,N,0.39098897201290106,0.43916090621408604,2024-02-27 00:00:00,TX3584810143320240226
219,35.90867,-100.76328,9.73,N,N,0.39078664787986944,0.4390574771989023,2024-02-27 00:00:00,TX3584810143320240226
220,35.90445,-100.72399,1.77,N,N,0.3889778325582587,0.438131289003342,2024-02-27 00:00:00,TX3584810143320240226
221,35.90122,-100.69404,3.88,N,N,0.3875858987459723,0.43741669985426723,2024-02-27 00:00:00,TX3584810143320240226
222,35.89747,-100.65932,2.6,N,N,0.3860109005095374,0.43660616529348834,2024-02-27 00:00:00,TX3584810143320240226
223,35.8961,-100.64665,1.07,N,N,0.38542457488486326,0.4363038920830316,2024-02-27 00:00:00,TX3584810143320240226
224,35.90821,-100.75894,2.81,N,N,0.3905845938431773,0.4389541523294141,2024-02-27 00:00:00,TX3584810143320240226
