UTC	Local	fline_area_km2	fperim_area_km2	nfp_area_km2	fline	fperim	nfp	u_mean	v_mean	ws_mean	wd_mean	d2m	lh	lw	m1	m10	m100	sp	t2m	tp	230evt	230fbfm13	230fbfm40	240roads_23	adj	asp2020	cbd	cbh	cc	ch	elev2020	slpd2020	mean_rh	vpd
2021-08-23 23:00:00	2021-08-23 15:00:00							5.325690	3.868694	6.582535	234.004559	3.857965	41.268421	67.170807	6.406798	7.649577	7.864004	84164.164062	23.833978	0.000435													27.253951	2.149145
2021-08-23 23:30:00	2021-08-23 15:30:00																																	
2021-08-24 00:00:00	2021-08-23 16:00:00							4.470911	2.673735	5.209405	239.119347	4.284509	43.332569	68.484360	6.474997	7.549696	7.851070	84152.335938	22.945825	0.000435													29.629236	1.970554
2021-08-24 00:30:00	2021-08-23 16:30:00																																	
2021-08-24 01:00:00	2021-08-23 17:00:00							3.221811	2.434333	4.038074	232.926075	4.820703	43.332569	68.484360	6.629869	7.480638	7.840628	84154.742188	21.679803	0.000000													33.225232	1.731315
2021-08-24 01:30:00	2021-08-23 17:30:00																																	
2021-08-24 02:00:00	2021-08-23 18:00:00							2.664953	1.668785	3.144331	237.945332	5.483453	43.332569	68.484360	6.948255	7.461322	7.835007	84172.828125	19.935175	0.000000													38.738681	1.426724
2021-08-24 02:30:00	2021-08-23 18:30:00																																	
2021-08-24 03:00:00	2021-08-23 19:00:00							1.492468	1.649044	2.224142	222.146702	6.152094	43.332569	68.484360	7.561982	7.525819	7.838344	84212.828125	17.967310	0.000000													45.879421	1.114749
2021-08-24 03:30:00	2021-08-23 19:30:00																																	
2021-08-24 04:00:00	2021-08-23 20:00:00							0.001443	1.906154	1.906154	180.043365	6.809473	43.332569	68.484360	8.224262	7.648665	7.848609	84219.976562	16.735376	0.000000													51.894056	0.916645
2021-08-24 04:30:00	2021-08-23 20:30:00																																	
2021-08-24 05:00:00	2021-08-23 21:00:00							0.664533	2.112037	2.214115	197.465714	7.155786	43.332569	68.484360	8.444391	7.740376	7.856599	84246.820312	15.569452	0.000000													57.246701	0.756255
2021-08-24 05:30:00	2021-08-23 21:30:00																																	
2021-08-24 06:00:00	2021-08-23 22:00:00							0.909562	2.212414	2.392086	202.348419	7.198999	43.332569	68.484360	8.640594	7.839359	7.866198	84244.156250	14.307123	0.000000													62.280157	0.615115
2021-08-24 06:30:00	2021-08-23 22:30:00																																	
2021-08-24 07:00:00	2021-08-23 23:00:00							0.458578	2.560433	2.601175	190.154121	7.529840	43.332569	68.484360	8.811845	7.942614	7.877135	84205.312500	13.651910	0.000000													66.474557	0.523952
2021-08-24 07:30:00	2021-08-23 23:30:00																																	
2021-08-24 08:00:00	2021-08-24 00:00:00							0.728741	2.963601	3.051884	193.814781	7.520380	43.332569	68.484360	8.950915	8.046197	7.889012	84226.101562	13.075372	0.000000													68.977241	0.466946
2021-08-24 08:30:00	2021-08-24 00:30:00																																	
2021-08-24 09:00:00	2021-08-24 01:00:00							1.017230	3.064171	3.228607	198.364922	7.417627	43.332569	68.484360	9.109453	8.156498	7.902515	84255.640625	12.652155	0.000426													70.418948	0.433075
2021-08-24 09:30:00	2021-08-24 01:30:00	23.400000	552.330000	52.470000	260.000000	6137.000000	583.000000																											
2021-08-24 10:00:00	2021-08-24 02:00:00							0.780951	2.953808	3.055302	194.809448	7.253564	43.332569	68.484360	9.123303	8.245028	7.914605	84232.632812	12.333398	0.000426													71.105415	0.414261
2021-08-24 10:30:00	2021-08-24 02:30:00																																	
2021-08-24 11:00:00	2021-08-24 03:00:00							0.296783	2.545436	2.562679	186.650330	7.101495	43.332569	68.484360	9.182899	8.335078	7.927608	84255.773438	12.112482	0.000426													71.398564	0.404138
2021-08-24 11:30:00	2021-08-24 03:30:00																																	
2021-08-24 12:00:00	2021-08-24 04:00:00							-0.058739	3.318725	3.319245	178.986023	6.985651	43.332569	68.484360	9.149364	8.405561	7.939243	84257.531250	11.927728	0.000426													71.701133	0.395022
2021-08-24 12:30:00	2021-08-24 04:30:00																																	
2021-08-24 13:00:00	2021-08-24 05:00:00							-0.575281	2.753504	2.812958	168.199120	6.924921	43.332569	68.484360	9.073570	8.459024	7.949609	84252.507812	11.738672	0.000426													72.299550	0.381872
2021-08-24 13:30:00	2021-08-24 05:30:00																																	
2021-08-24 14:00:00	2021-08-24 06:00:00							-0.643288	2.881445	2.952379	167.414993	7.080103	43.332569	68.484360	9.180266	8.533770	7.962706	84286.578125	11.854120	0.000861													72.518987	0.381747
2021-08-24 14:30:00	2021-08-24 06:30:00																																	
2021-08-24 15:00:00	2021-08-24 07:00:00							0.321457	2.740309	2.759099	186.690613	7.527948	43.332569	68.484360	8.916010	8.544420	7.969452	84311.929688	15.373315	0.001283													59.467738	0.708004
2021-08-24 15:30:00	2021-08-24 07:30:00																																	
2021-08-24 16:00:00	2021-08-24 08:00:00							0.253732	3.735937	3.744543	183.885368	6.672357	43.332569	68.484360	8.146084	8.438947	7.963643	84323.976562	18.631677	0.001285													45.615083	1.167865
2021-08-24 16:30:00	2021-08-24 08:30:00																																	
2021-08-24 17:00:00	2021-08-24 09:00:00							3.209135	6.713151	7.440763	205.549530	5.651971	43.332569	68.484360	7.224624	8.246127	7.947381	84345.500000	20.548730	0.001279													37.736863	1.506081
2021-08-24 17:30:00	2021-08-24 09:30:00																																	
2021-08-24 18:00:00	2021-08-24 10:00:00							3.752604	7.145764	8.071182	207.706253	4.828760	43.332569	68.484360	6.523528	8.027318	7.926572	84383.710938	21.992303	0.001717													32.615946	1.780752
2021-08-24 18:30:00	2021-08-24 10:30:00																																	
2021-08-24 19:00:00	2021-08-24 11:00:00							4.250227	6.923802	8.124251	211.543995	2.856165	43.332569	68.484360	6.037578	7.803815	7.903315	84404.539062	23.143854	0.001726													26.466910	2.083910
2021-08-24 19:30:00	2021-08-24 11:30:00																																	
2021-08-24 20:00:00	2021-08-24 12:00:00							4.703963	4.471804	6.490324	226.449348	2.920923	43.332569	68.484360	5.888566	7.617459	7.882127	84388.062500	23.863275	0.001720													25.461047	2.205993
2021-08-24 20:30:00	2021-08-24 12:30:00																																	
2021-08-24 21:00:00	2021-08-24 13:00:00							5.712791	4.838759	7.486626	229.735256	3.076288	43.332569	68.484360	5.953386	7.473083	7.863874	84378.664062	24.333551	0.001712													25.027383	2.282302
2021-08-24 21:30:00	2021-08-24 13:30:00	16.380000	565.920000	32.940000	182.000000	6288.000000	366.000000																											
2021-08-24 22:00:00	2021-08-24 14:00:00							5.212114	4.092374	6.626738	231.862209	3.331171	43.332569	68.484360	6.083624	7.359405	7.847717	84371.632812	24.430688	0.001704													25.335736	2.286167
2021-08-24 22:30:00	2021-08-24 14:30:00																																	
2021-08-24 23:00:00	2021-08-24 15:00:00							4.417326	4.742653	6.481168	222.965935	3.734277	43.332569	68.484360	6.266461	7.277243	7.834023	84360.187500	24.087946	0.001709													26.608478	2.201529
2021-08-24 23:30:00	2021-08-24 15:30:00																																	
2021-08-25 00:00:00	2021-08-24 16:00:00							5.101235	3.811140	6.367682	233.236542	4.252466	45.323380	69.751236	6.421997	7.214077	7.821720	84337.976562	23.278497	0.001711													28.974240	2.029285
2021-08-25 00:30:00	2021-08-24 16:30:00																																	
2021-08-25 01:00:00	2021-08-24 17:00:00							4.697032	3.176615	5.670361	235.929409	4.886255	45.323380	69.751236	6.663678	7.186207	7.812746	84338.718750	22.021021	0.000000													32.689999	1.781912
2021-08-25 01:30:00	2021-08-24 17:30:00																																	
2021-08-25 02:00:00	2021-08-24 18:00:00							3.951600	1.976745	4.418446	243.423985	5.689142	45.323380	69.751236	7.297687	7.253513	7.813910	84354.382812	20.275903	0.000000													38.476688	1.463342
2021-08-25 02:30:00	2021-08-24 18:30:00																																	
2021-08-25 03:00:00	2021-08-24 19:00:00							2.636175	0.795213	2.753504	253.213840	6.328790	45.323380	69.751236	8.199241	7.420287	7.826513	84391.906250	18.197260	0.000000													45.776756	1.133118
2021-08-25 03:30:00	2021-08-24 19:30:00																																	
2021-08-25 04:00:00	2021-08-24 20:00:00							0.479748	1.775187	1.838871	195.123039	6.933282	45.323380	69.751236	9.035360	7.641579	7.846539	84409.851562	16.853082	0.000000													51.948009	0.922484
2021-08-25 04:30:00	2021-08-24 20:30:00																																	
2021-08-25 05:00:00	2021-08-24 21:00:00							0.586256	4.051674	4.093868	188.233261	7.482080	45.323380	69.751236	9.390368	7.831508	7.865133	84457.023438	15.748102	0.000000													57.874405	0.753727
2021-08-25 05:30:00	2021-08-24 21:30:00																																	
2021-08-25 06:00:00	2021-08-24 22:00:00							0.967492	3.736996	3.860205	194.514938	7.625604	45.323380	69.751236	9.565835	8.003920	7.883505	84463.343750	14.619073	0.000000													62.844805	0.618252
2021-08-25 06:30:00	2021-08-24 22:30:00																																	
2021-08-25 07:00:00	2021-08-24 23:00:00							1.633950	3.022198	3.435618	208.397850	7.648126	45.323380	69.751236	9.539171	8.140111	7.899457	84453.992188	13.755792	0.000860													66.562761	0.526117
2021-08-25 07:30:00	2021-08-24 23:30:00																																	
2021-08-25 08:00:00	2021-08-25 00:00:00							1.917313	3.964987	4.404227	205.806610	7.433496	45.323380	69.751236	9.481897	8.256072	7.914392	84465.492188	13.210748	0.000860													67.964706	0.486470
2021-08-25 08:30:00	2021-08-25 00:30:00																																	
2021-08-25 09:00:00	2021-08-25 01:00:00							0.721345	4.496178	4.553675	189.114578	7.083307	45.323380	69.751236	9.260094	8.326688	7.925398	84478.289062	12.889520	0.000860													67.761721	0.479377
2021-08-25 09:30:00	2021-08-25 01:30:00	23.670000	594.720000	52.380000	263.000000	6608.000000	582.000000																											
2021-08-25 10:00:00	2021-08-25 02:00:00							0.395909	3.908525	3.928525	185.783974	6.679254	45.323380	69.751236	8.998833	8.363779	7.933351	84465.742188	12.605615	0.000852													67.143656	0.479560
2021-08-25 10:30:00	2021-08-25 02:30:00																																	
2021-08-25 11:00:00	2021-08-25 03:00:00							0.621341	3.404908	3.461136	190.341774	6.280511	45.323380	69.751236	8.521300	8.334888	7.934432	84477.796875	12.378107	0.000852													66.305981	0.484492
2021-08-25 11:30:00	2021-08-25 03:30:00																																	
2021-08-25 12:00:00	2021-08-25 04:00:00							0.521614	3.995256	4.029163	187.438377	5.906793	45.323380	69.751236	7.918588	8.242888	7.928374	84473.945312	12.295496	0.001715													64.965699	0.501035
2021-08-25 12:30:00	2021-08-25 04:30:00																																	
2021-08-25 13:00:00	2021-08-25 05:00:00							0.276630	4.441005	4.449612	183.564354	5.632959	45.323380	69.751236	7.692723	8.172829	7.923854	84482.976562	12.003809	0.001714													64.979776	0.491304
2021-08-25 13:30:00	2021-08-25 05:30:00																																	
2021-08-25 14:00:00	2021-08-25 06:00:00							0.665446	4.394797	4.444891	188.610146	5.541498	45.323380	69.751236	7.366387	8.070562	7.915200	84506.164062	11.878290	0.001714													65.105113	0.485509
2021-08-25 14:30:00	2021-08-25 06:30:00																																	
2021-08-25 15:00:00	2021-08-25 07:00:00							1.094835	4.703279	4.829026	193.104027	5.961786	45.323380	69.751236	7.093565	7.957731	7.904482	84551.351562	15.322931	0.001729													53.565237	0.808488
2021-08-25 15:30:00	2021-08-25 07:30:00																																	
2021-08-25 16:00:00	2021-08-25 08:00:00							1.408847	6.793242	6.937794	191.716454	3.890161	45.323380	69.751236	6.534519	7.778774	7.885592	84558.039062	19.102960	0.001729													36.490067	1.404552
2021-08-25 16:30:00	2021-08-25 08:30:00																																	
2021-08-25 17:00:00	2021-08-25 09:00:00							2.853081	7.455110	7.982402	200.941925	2.349725	45.323380	69.751236	5.794783	7.532877	7.857873	84578.039062	21.185419	0.001729													28.761956	1.791973
2021-08-25 17:30:00	2021-08-25 09:30:00																																	
2021-08-25 18:00:00	2021-08-25 10:00:00							2.977052	6.871887	7.489037	203.423325	1.302789	45.323380	69.751236	5.210387	7.270448	7.826225	84596.398438	22.713007	0.001729													24.309650	2.089839
2021-08-25 18:30:00	2021-08-25 10:30:00																																	
2021-08-25 19:00:00	2021-08-25 11:00:00							4.407984	6.832705	8.131186	212.827278	-1.449469	45.323380	69.751236	4.865499	7.022198	7.793855	84611.468750	23.782831	0.001729													18.650199	2.395949
2021-08-25 19:30:00	2021-08-25 11:30:00																																	
2021-08-25 20:00:00	2021-08-25 12:00:00							4.696134	4.484122	6.493153	226.322975	-1.034125	45.323380	69.751236	4.752505	6.807094	7.762966	84591.320312	24.503198	0.002575													18.415865	2.508906
2021-08-25 20:30:00	2021-08-25 12:30:00																																	
2021-08-25 21:00:00	2021-08-25 13:00:00							5.453514	5.010305	7.405672	227.425388	-0.490851	45.323380	69.751236	4.711434	6.614195	7.732682	84584.976562	24.859766	0.002574													18.759776	2.552091
2021-08-25 21:30:00	2021-08-25 13:30:00	11.610000	600.660000	21.060000	129.000000	6674.000000	234.000000																											
2021-08-25 22:00:00	2021-08-25 14:00:00							5.742501	4.042620	7.022755	234.855129	0.038507	45.323380	69.751236	4.745790	6.448622	7.703770	84583.710938	24.874567	0.002596													19.480836	2.531673
2021-08-25 22:30:00	2021-08-25 14:30:00																																	
2021-08-25 23:00:00	2021-08-25 15:00:00							4.115364	3.674805	5.517283	228.236816	0.477289	45.323380	69.751236	4.918238	6.326032	7.678182	84545.523438	24.493280	0.002596													20.574686	2.441069
2021-08-25 23:30:00	2021-08-25 15:30:00																																	
2021-08-26 00:00:00	2021-08-25 16:00:00							5.626638	2.233606	6.053764	248.348412	1.146051	46.092556	70.240715	5.240116	6.257059	7.657458	84540.960938	23.716547	0.002596													22.623400	2.269863
2021-08-26 00:30:00	2021-08-25 16:30:00																																	
2021-08-26 01:00:00	2021-08-25 17:00:00							5.053257	1.810422	5.367777	250.289005	2.173273	46.092556	70.240715	5.549319	6.221082	7.639843	84526.757812	22.419000	0.000000													26.341591	1.997772
2021-08-26 01:30:00	2021-08-25 17:30:00																																	
2021-08-26 02:00:00	2021-08-25 18:00:00							3.495481	0.615031	3.549177	260.020929	3.556757	46.092556	70.240715	6.087191	6.257556	7.629906	84546.664062	20.656549	0.000000													32.370820	1.646784
2021-08-26 02:30:00	2021-08-25 18:30:00																																	
2021-08-26 03:00:00	2021-08-25 19:00:00							2.265692	0.445952	2.309163	258.864907	4.573755	46.092556	70.240715	6.765779	6.364703	7.628089	84579.757812	18.666071	0.000000													39.343973	1.305336
2021-08-26 03:30:00	2021-08-25 19:30:00																																	
2021-08-26 04:00:00	2021-08-25 20:00:00							1.933909	0.347722	1.964921	259.806986	5.431451	46.092556	70.240715	7.353528	6.507036	7.631157	84609.992188	17.439996	0.000000													45.117601	1.093490
2021-08-26 04:30:00	2021-08-25 20:30:00																																	
2021-08-26 05:00:00	2021-08-25 21:00:00							0.412544	0.170835	0.446517	247.505520	5.665826	46.092556	70.240715	7.421069	6.595650	7.629761	84638.429688	15.838007	0.000000													50.773277	0.885863
2021-08-26 05:30:00	2021-08-25 21:30:00																																	
2021-08-26 06:00:00	2021-08-25 22:00:00							-0.369686	1.031847	1.096073	160.288643	5.911523	46.092556	70.240715	7.241820	6.637801	7.624206	84627.351562	14.404596	0.000000													56.633793	0.711667
2021-08-26 06:30:00	2021-08-25 22:30:00																																	
2021-08-26 07:00:00	2021-08-25 23:00:00							0.646866	1.259504	1.415905	207.184490	4.844751	46.092556	70.240715	6.932065	6.636401	7.614395	84624.960938	13.962549	0.000428													54.109852	0.731821
2021-08-26 07:30:00	2021-08-25 23:30:00																																	
2021-08-26 08:00:00	2021-08-26 00:00:00							-0.016094	1.675697	1.675774	179.449730	4.831750	46.092556	70.240715	6.669196	6.615629	7.602565	84606.945312	13.265558	0.000855													56.569926	0.661869
2021-08-26 08:30:00	2021-08-26 00:30:00																																	
2021-08-26 09:00:00	2021-08-26 01:00:00							0.214790	2.381578	2.391245	185.153450	4.527948	46.092556	70.240715	6.408867	6.573460	7.588326	84611.914062	12.698785	0.000855													57.471810	0.624532
2021-08-26 09:30:00	2021-08-26 01:30:00	19.710000	630.540000	56.790000	219.000000	7006.000000	631.000000																											
2021-08-26 10:00:00	2021-08-26 02:00:00							-0.157268	2.304215	2.309576	176.095490	4.197809	46.092556	70.240715	6.276514	6.534703	7.574184	84572.835938	12.122003	0.000855													58.325276	0.589234
2021-08-26 10:30:00	2021-08-26 02:30:00																																	
2021-08-26 11:00:00	2021-08-26 03:00:00							-0.806249	1.913566	2.076481	157.152687	3.979791	46.092556	70.240715	6.341781	6.523179	7.562755	84593.429688	11.546442	0.000855													59.662557	0.549059
2021-08-26 11:30:00	2021-08-26 03:30:00																																	
2021-08-26 12:00:00	2021-08-26 04:00:00							-0.953548	1.889356	2.116345	153.220177	3.917688	46.092556	70.240715	6.153922	6.472883	7.547120	84555.843750	11.017023	0.000855													61.524986	0.505639
2021-08-26 12:30:00	2021-08-26 04:30:00																																	
2021-08-26 13:00:00	2021-08-26 05:00:00							-0.428916	1.746749	1.798639	166.203918	4.028192	46.092556	70.240715	5.974277	6.411651	7.529958	84561.648438	10.553644	0.000855													63.948482	0.459394
2021-08-26 13:30:00	2021-08-26 05:30:00																																	
2021-08-26 14:00:00	2021-08-26 06:00:00							-0.689144	1.412632	1.571766	153.994873	4.275690	46.092556	70.240715	5.895100	6.357869	7.513173	84583.906250	10.493433	0.000855													65.332757	0.439983
2021-08-26 14:30:00	2021-08-26 06:30:00																																	
2021-08-26 15:00:00	2021-08-26 07:00:00							-0.548778	0.914281	1.066333	149.026588	5.212518	46.092556	70.240715	5.827286	6.303847	7.496000	84601.031250	14.483820	0.000855													53.673244	0.764157
2021-08-26 15:30:00	2021-08-26 07:30:00																																	
2021-08-26 16:00:00	2021-08-26 08:00:00							0.143264	1.291145	1.299069	186.331558	-2.120398	46.092556	70.240715	5.366305	6.177589	7.470631	84580.164062	20.114282	0.000855													22.197715	1.832146
2021-08-26 16:30:00	2021-08-26 08:30:00																																	
2021-08-26 17:00:00	2021-08-26 09:00:00							1.259512	1.811727	2.206518	214.807022	-5.170508	46.092556	70.240715	4.749636	5.993002	7.437947	84588.507812	22.709528	0.000855													15.061061	2.344702
2021-08-26 17:30:00	2021-08-26 09:30:00																																	
2021-08-26 18:00:00	2021-08-26 10:00:00							1.905141	1.251102	2.279214	236.707169	-5.730292	46.092556	70.240715	4.278989	5.795774	7.402404	84593.726562	24.538690	0.001284													12.927116	2.683385
2021-08-26 18:30:00	2021-08-26 10:30:00																																	
2021-08-26 19:00:00	2021-08-26 11:00:00							3.479207	0.532638	3.519742	261.296070	-6.165686	46.092556	70.240715	3.870232	5.585036	7.363812	84582.281250	25.732416	0.001284													11.645950	2.923312
2021-08-26 19:30:00	2021-08-26 11:30:00																																	
2021-08-26 20:00:00	2021-08-26 12:00:00							3.880577	0.087056	3.881553	268.714859	-5.307990	46.092556	70.240715	3.758662	5.410083	7.327416	84570.398438	26.592279	0.001284													11.819413	3.069514
2021-08-26 20:30:00	2021-08-26 12:30:00																																	
2021-08-26 21:00:00	2021-08-26 13:00:00							3.697747	0.295952	3.709571	265.424039	-4.562384	46.092556	70.240715	3.795861	5.267714	7.293199	84546.523438	27.141077	0.001284													12.110913	3.159574
2021-08-26 21:30:00	2021-08-26 13:30:00	16.200000	656.730000	32.760000	180.000000	7297.000000	364.000000																											
2021-08-26 22:00:00	2021-08-26 14:00:00							2.946807	-0.103150	2.948612	272.004761	-4.040350	46.092556	70.240715	3.934404	5.159854	7.261664	84532.710938	27.390680	0.001284													12.414940	3.194997
2021-08-26 22:30:00	2021-08-26 14:30:00																																	
2021-08-26 23:00:00	2021-08-26 15:00:00							3.605490	0.750826	3.682839	258.236556	-3.621741	46.092556	70.240715	4.081653	5.075811	7.231966	84480.179688	27.222925	0.001293													12.938311	3.144873
2021-08-26 23:30:00	2021-08-26 15:30:00																																	
2021-08-27 00:00:00	2021-08-26 16:00:00							1.924053	0.724375	2.055894	249.369465	-3.210181	46.343143	70.400185	4.248464	5.016181	7.204384	84457.601562	26.617761	0.001298													13.826001	3.004167
2021-08-27 00:30:00	2021-08-26 16:30:00																																	
2021-08-27 01:00:00	2021-08-26 17:00:00							0.940067	0.421142	1.030091	245.868038	-2.734869	46.343143	70.400185	4.524866	4.996780	7.180852	84435.476562	25.378717	0.000000													15.413934	2.740542
2021-08-27 01:30:00	2021-08-26 17:30:00																																	
2021-08-27 02:00:00	2021-08-26 18:00:00							0.594413	-0.031640	0.595255	273.046896	-1.317084	46.343143	70.400185	4.812151	5.006050	7.160470	84439.445312	23.394678	0.000000													19.278222	2.322532
2021-08-27 02:30:00	2021-08-26 18:30:00																																	
2021-08-27 03:00:00	2021-08-26 19:00:00							0.624873	-0.269105	0.680356	293.299410	-0.411108	46.343143	70.400185	5.121583	5.044417	7.143535	84441.179688	21.433221	0.000000													23.209650	1.961195
2021-08-27 03:30:00	2021-08-26 19:30:00																																	
2021-08-27 04:00:00	2021-08-26 20:00:00							-0.738349	-0.443839	0.861483	58.988937	0.988031	46.343143	70.400185	5.527285	5.124637	7.131681	84449.460938	20.022760	0.000000													28.021369	1.685436
2021-08-27 04:30:00	2021-08-26 20:30:00																																	
2021-08-27 05:00:00	2021-08-26 21:00:00							-1.031658	-0.369475	1.095824	70.295654	1.482172	46.343143	70.400185	5.766230	5.204131	7.120650	84453.585938	17.893671	0.000000													33.162868	1.370315
2021-08-27 05:30:00	2021-08-26 21:30:00																																	
2021-08-27 06:00:00	2021-08-26 22:00:00							-1.537524	-0.223117	1.553629	81.743179	2.608301	46.343143	70.400185	5.979032	5.293300	7.111555	84414.359375	16.516229	0.000000													39.218332	1.142157
2021-08-27 06:30:00	2021-08-26 22:30:00																																	
2021-08-27 07:00:00	2021-08-26 23:00:00							-1.445864	-0.404319	1.501332	74.376984	3.331445	46.343143	70.400185	6.122378	5.381089	7.103272	84377.359375	16.035059	0.000000													42.569881	1.046585
2021-08-27 07:30:00	2021-08-26 23:30:00																																	
2021-08-27 08:00:00	2021-08-27 00:00:00							-1.369465	-0.091464	1.372516	86.178986	4.241541	46.343143	70.400185	6.172139	5.456996	7.094641	84323.867188	15.116205	0.000000													48.144394	0.890955
2021-08-27 08:30:00	2021-08-27 00:30:00																																	
2021-08-27 09:00:00	2021-08-27 01:00:00							-1.215050	0.306483	1.253108	104.156906	5.178430	46.343143	70.400185	6.207311	5.527908	7.086296	84334.625000	14.245172	0.000858													54.379157	0.740982
2021-08-27 09:30:00	2021-08-27 01:30:00	18.540000	673.650000	43.920000	206.000000	7485.000000	488.000000																											
2021-08-27 10:00:00	2021-08-27 02:00:00							-0.981005	1.099253	1.473339	138.253357	5.888330	46.343143	70.400185	6.087665	5.567639	7.075346	84284.703125	13.500909	0.001717													59.959238	0.619654
2021-08-27 10:30:00	2021-08-27 02:30:00																																	
2021-08-27 11:00:00	2021-08-27 03:00:00							-0.681116	1.425029	1.579438	154.453751	6.322473	46.343143	70.400185	5.984154	5.595895	7.063647	84282.937500	12.874048	0.001717													64.369473	0.529283
2021-08-27 11:30:00	2021-08-27 03:30:00																																	
2021-08-27 12:00:00	2021-08-27 04:00:00							-1.382700	1.047984	1.734973	127.159439	6.559930	46.343143	70.400185	6.070022	5.646451	7.054758	84230.257812	12.344598	0.001717													67.745719	0.462769
2021-08-27 12:30:00	2021-08-27 04:30:00																																	
2021-08-27 13:00:00	2021-08-27 05:00:00							-1.187770	1.011787	1.560292	130.425613	6.693231	46.343143	70.400185	6.146888	5.698568	7.046620	84215.000000	11.893701	0.001717													70.431889	0.411814
2021-08-27 13:30:00	2021-08-27 05:30:00																																	
2021-08-27 14:00:00	2021-08-27 06:00:00							-1.473657	0.822363	1.687586	119.163361	6.877283	46.343143	70.400185	6.174731	5.744069	7.038355	84229.617188	11.872552	0.001717													71.428885	0.397373
2021-08-27 14:30:00	2021-08-27 06:30:00																																	
2021-08-27 15:00:00	2021-08-27 07:00:00							-1.660581	0.631719	1.776681	110.827866	7.677026	46.343143	70.400185	6.062449	5.762674	7.027699	84227.781250	15.720575	0.001717													58.754051	0.736689
2021-08-27 15:30:00	2021-08-27 07:30:00																																	
2021-08-27 16:00:00	2021-08-27 08:00:00							-1.230872	0.225632	1.251382	100.387634	2.073846	46.343143	70.400185	5.805964	5.743426	7.013223	84228.031250	22.358636	0.001717													26.251134	1.992901
2021-08-27 16:30:00	2021-08-27 08:30:00																																	
2021-08-27 17:00:00	2021-08-27 09:00:00							-0.062815	0.011640	0.063884	100.498154	-2.225775	46.343143	70.400185	5.190940	5.638022	6.989356	84221.523438	25.490350	0.001717													15.902585	2.742828
2021-08-27 17:30:00	2021-08-27 09:30:00																																	
2021-08-27 18:00:00	2021-08-27 10:00:00							1.119251	0.182418	1.134019	260.743193	-3.180975	46.343143	70.400185	4.800261	5.527119	6.964094	84230.257812	27.427576	0.001717													13.213425	3.172708
2021-08-27 18:30:00	2021-08-27 10:30:00																																	
2021-08-27 19:00:00	2021-08-27 11:00:00							2.231666	0.427686	2.272278	259.151125	-3.178717	46.343143	70.400185	4.507783	5.408690	6.937176	84209.039062	28.171198	0.001717													12.654825	3.334641
2021-08-27 19:30:00	2021-08-27 11:30:00																																	
2021-08-27 20:00:00	2021-08-27 12:00:00							3.054716	0.313770	3.070788	264.135335	-2.812750	46.343143	70.400185	4.354769	5.299730	6.910390	84192.398438	29.020380	0.001717													12.380651	3.513884
2021-08-27 20:30:00	2021-08-27 12:30:00																																	
2021-08-27 21:00:00	2021-08-27 13:00:00							4.083231	0.448218	4.107758	263.735705	-2.360571	46.343143	70.400185	4.298207	5.204209	6.884255	84173.601562	29.467950	0.001717													12.477849	3.601785
2021-08-27 21:30:00	2021-08-27 13:30:00	12.150000	682.560000	16.740000	135.000000	7584.000000	186.000000																											
2021-08-27 22:00:00	2021-08-27 14:00:00							3.950228	0.193486	3.954964	267.195835	-1.864874	46.343143	70.400185	4.292295	5.121349	6.858817	84194.851562	29.553583	0.001717													12.880980	3.602913
2021-08-27 22:30:00	2021-08-27 14:30:00																																	
2021-08-27 23:00:00	2021-08-27 15:00:00							3.153491	-0.085530	3.154651	271.553611	-1.408392	46.343143	70.400185	4.342307	5.055534	6.834663	84136.390625	29.216180	0.001717													13.583805	3.505035
2021-08-27 23:30:00	2021-08-27 15:30:00																																	
2021-08-28 00:00:00	2021-08-27 16:00:00							2.653071	0.088251	2.654539	268.094822	-0.864264	46.138882	70.270195	4.500536	5.019716	6.813356	84129.023438	28.488214	0.001717													14.746060	3.315287
2021-08-28 00:30:00	2021-08-27 16:30:00																																	
2021-08-28 01:00:00	2021-08-27 17:00:00							1.780862	-0.300240	1.805993	279.569635	-0.178442	46.138882	70.270195	4.811300	5.028958	6.796795	84097.804688	27.275385	0.000000													16.639668	3.020436
2021-08-28 01:30:00	2021-08-27 17:30:00																																	
2021-08-28 02:00:00	2021-08-27 18:00:00							1.073249	-0.309070	1.116865	286.065113	1.270746	46.138882	70.270195	5.276614	5.093326	6.786466	84130.492188	25.305780	0.000000													20.758381	2.556284
2021-08-28 02:30:00	2021-08-27 18:30:00																																	
2021-08-28 03:00:00	2021-08-27 19:00:00							-0.097790	-0.392190	0.404198	14.000885	2.233820	46.138882	70.270195	5.719797	5.189894	6.780360	84120.257812	23.504846	0.000000													24.773606	2.178839
2021-08-28 03:30:00	2021-08-27 19:30:00																																	
2021-08-28 04:00:00	2021-08-27 20:00:00							-1.469707	-0.450097	1.537083	72.972794	2.849847	46.138882	70.270195	6.206690	5.325647	6.779511	84154.382812	21.961084	0.000000													28.423954	1.887937
2021-08-28 04:30:00	2021-08-27 20:30:00																																	
2021-08-28 05:00:00	2021-08-27 21:00:00							-2.793905	0.285262	2.808430	95.829788	3.576746	46.138882	70.270195	6.419543	5.443618	6.778071	84181.445312	19.536951	0.000000													34.741117	1.482741
2021-08-28 05:30:00	2021-08-27 21:30:00																																	
